page_number,text_character_count,text_layer_available,matched_cards,match_count,extraction_error_type,extraction_error_message
357,15,True,[],0,,
358,15,True,[],0,,
359,15,True,[],0,,
360,15,True,[],0,,
361,15,True,[],0,,
362,15,True,[],0,,
363,15,True,[],0,,
364,15,True,[],0,,
365,15,True,[],0,,
366,15,True,[],0,,
367,15,True,[],0,,
368,15,True,[],0,,
369,15,True,[],0,,
370,15,True,[],0,,
371,15,True,[],0,,
372,15,True,[],0,,
373,15,True,[],0,,
374,15,True,[],0,,
375,15,True,[],0,,
376,15,True,[],0,,
377,15,True,[],0,,
378,15,True,[],0,,
379,15,True,[],0,,
380,15,True,[],0,,
381,15,True,[],0,,
382,15,True,[],0,,
383,15,True,[],0,,
384,15,True,[],0,,
385,15,True,[],0,,
386,15,True,[],0,,
387,15,True,[],0,,
388,15,True,[],0,,
389,15,True,[],0,,
390,15,True,[],0,,
391,15,True,[],0,,
392,15,True,[],0,,
393,15,True,[],0,,
394,15,True,[],0,,
395,15,True,[],0,,
396,15,True,[],0,,
397,15,True,[],0,,
398,15,True,[],0,,
399,15,True,[],0,,
400,15,True,[],0,,
401,15,True,[],0,,
402,15,True,[],0,,
403,15,True,[],0,,
404,15,True,[],0,,
405,15,True,[],0,,
406,15,True,[],0,,
407,15,True,[],0,,
408,15,True,[],0,,
409,15,True,[],0,,
410,15,True,[],0,,
411,15,True,[],0,,
412,15,True,[],0,,
413,15,True,[],0,,
414,15,True,[],0,,
415,15,True,[],0,,
416,15,True,[],0,,
417,15,True,[],0,,
418,15,True,[],0,,
419,15,True,[],0,,
420,15,True,[],0,,
421,15,True,[],0,,
422,15,True,[],0,,
423,15,True,[],0,,
424,15,True,[],0,,
425,15,True,[],0,,
426,15,True,[],0,,
427,15,True,[],0,,
428,15,True,[],0,,
429,15,True,[],0,,
430,15,True,[],0,,
431,15,True,[],0,,
432,15,True,[],0,,
433,15,True,[],0,,
434,15,True,[],0,,
435,15,True,[],0,,
436,15,True,[],0,,
437,15,True,[],0,,
438,15,True,[],0,,
439,15,True,[],0,,
440,15,True,[],0,,
441,15,True,[],0,,
442,15,True,[],0,,
443,15,True,[],0,,
444,15,True,[],0,,
445,15,True,[],0,,
446,15,True,[],0,,
447,15,True,[],0,,
448,15,True,[],0,,
449,15,True,[],0,,
450,15,True,[],0,,
451,15,True,[],0,,
452,15,True,[],0,,
453,15,True,[],0,,
454,15,True,[],0,,
455,15,True,[],0,,
456,15,True,[],0,,
457,15,True,[],0,,
458,15,True,[],0,,
459,15,True,[],0,,
460,15,True,[],0,,
461,15,True,[],0,,
462,15,True,[],0,,
463,15,True,[],0,,
464,15,True,[],0,,
465,15,True,[],0,,
466,15,True,[],0,,
467,15,True,[],0,,
468,15,True,[],0,,
469,15,True,[],0,,
470,15,True,[],0,,
471,15,True,[],0,,
472,15,True,[],0,,
473,15,True,[],0,,
474,15,True,[],0,,
475,15,True,[],0,,
476,15,True,[],0,,
477,15,True,[],0,,
478,15,True,[],0,,
479,15,True,[],0,,
480,15,True,[],0,,
481,15,True,[],0,,
482,15,True,[],0,,
483,15,True,[],0,,
484,15,True,[],0,,
485,15,True,[],0,,
486,15,True,[],0,,
487,15,True,[],0,,
488,15,True,[],0,,
489,15,True,[],0,,
490,15,True,[],0,,
491,15,True,[],0,,
492,15,True,[],0,,
493,15,True,[],0,,
494,15,True,[],0,,
495,15,True,[],0,,
496,15,True,[],0,,
497,15,True,[],0,,
498,15,True,[],0,,
499,15,True,[],0,,
500,15,True,[],0,,
501,15,True,[],0,,
502,15,True,[],0,,
503,15,True,[],0,,
504,15,True,[],0,,
505,15,True,[],0,,
506,15,True,[],0,,
507,15,True,[],0,,
508,15,True,[],0,,
509,15,True,[],0,,
510,15,True,[],0,,
511,15,True,[],0,,
512,15,True,[],0,,
513,15,True,[],0,,
514,15,True,[],0,,
515,15,True,[],0,,
516,15,True,[],0,,
517,15,True,[],0,,
518,15,True,[],0,,
519,15,True,[],0,,
520,15,True,[],0,,
521,15,True,[],0,,
522,15,True,[],0,,
523,15,True,[],0,,
524,15,True,[],0,,
525,15,True,[],0,,
526,15,True,[],0,,
527,15,True,[],0,,
528,15,True,[],0,,
529,15,True,[],0,,
530,15,True,[],0,,
531,15,True,[],0,,
532,15,True,[],0,,
533,15,True,[],0,,
534,15,True,[],0,,
535,15,True,[],0,,
536,15,True,[],0,,
537,15,True,[],0,,
538,15,True,[],0,,
539,15,True,[],0,,
540,15,True,[],0,,
541,15,True,[],0,,
542,15,True,[],0,,
543,15,True,[],0,,
544,15,True,[],0,,
545,15,True,[],0,,
546,15,True,[],0,,
547,15,True,[],0,,
548,15,True,[],0,,
549,15,True,[],0,,
550,15,True,[],0,,
551,15,True,[],0,,
552,15,True,[],0,,
553,15,True,[],0,,
554,15,True,[],0,,
555,15,True,[],0,,
556,15,True,[],0,,
557,15,True,[],0,,
558,15,True,[],0,,
559,15,True,[],0,,
560,15,True,[],0,,
561,15,True,[],0,,
562,15,True,[],0,,
563,15,True,[],0,,
564,15,True,[],0,,
565,15,True,[],0,,
566,15,True,[],0,,
567,15,True,[],0,,
568,15,True,[],0,,
569,15,True,[],0,,
570,15,True,[],0,,
571,15,True,[],0,,
572,15,True,[],0,,
573,15,True,[],0,,
574,15,True,[],0,,
575,15,True,[],0,,
576,15,True,[],0,,
577,15,True,[],0,,
578,15,True,[],0,,
579,15,True,[],0,,
580,15,True,[],0,,
581,15,True,[],0,,
582,15,True,[],0,,
583,15,True,[],0,,
584,15,True,[],0,,
585,15,True,[],0,,
586,15,True,[],0,,
587,15,True,[],0,,
588,15,True,[],0,,
589,15,True,[],0,,
590,15,True,[],0,,
591,15,True,[],0,,
592,15,True,[],0,,
593,15,True,[],0,,
594,15,True,[],0,,
595,15,True,[],0,,
596,15,True,[],0,,
597,15,True,[],0,,
598,15,True,[],0,,
599,15,True,[],0,,
600,15,True,[],0,,
601,15,True,[],0,,
602,15,True,[],0,,
603,15,True,[],0,,
604,15,True,[],0,,
605,15,True,[],0,,
606,15,True,[],0,,
607,15,True,[],0,,
608,15,True,[],0,,
609,15,True,[],0,,
610,15,True,[],0,,
611,15,True,[],0,,
612,15,True,[],0,,
613,15,True,[],0,,
614,15,True,[],0,,
615,15,True,[],0,,
616,15,True,[],0,,
617,15,True,[],0,,
618,15,True,[],0,,
619,15,True,[],0,,
620,15,True,[],0,,
621,15,True,[],0,,
622,15,True,[],0,,
623,15,True,[],0,,
624,15,True,[],0,,
625,15,True,[],0,,
626,15,True,[],0,,
627,15,True,[],0,,
628,15,True,[],0,,
629,15,True,[],0,,
630,15,True,[],0,,
631,15,True,[],0,,
632,15,True,[],0,,
633,15,True,[],0,,
634,15,True,[],0,,
635,15,True,[],0,,
636,15,True,[],0,,
637,15,True,[],0,,
638,15,True,[],0,,
639,15,True,[],0,,
640,15,True,[],0,,
641,15,True,[],0,,
642,15,True,[],0,,
643,15,True,[],0,,
644,15,True,[],0,,
645,15,True,[],0,,
646,15,True,[],0,,
647,15,True,[],0,,
648,15,True,[],0,,
649,15,True,[],0,,
650,15,True,[],0,,
651,15,True,[],0,,
652,15,True,[],0,,
653,15,True,[],0,,
654,15,True,[],0,,
655,15,True,[],0,,
656,15,True,[],0,,
657,15,True,[],0,,
658,15,True,[],0,,
659,15,True,[],0,,
660,15,True,[],0,,
661,15,True,[],0,,
662,15,True,[],0,,
663,15,True,[],0,,
664,15,True,[],0,,
665,15,True,[],0,,
666,15,True,[],0,,
667,15,True,[],0,,
668,15,True,[],0,,
669,15,True,[],0,,
670,15,True,[],0,,
671,15,True,[],0,,
672,15,True,[],0,,
673,15,True,[],0,,
674,15,True,[],0,,
675,15,True,[],0,,
676,15,True,[],0,,
677,15,True,[],0,,
678,15,True,[],0,,
679,15,True,[],0,,
680,15,True,[],0,,
681,15,True,[],0,,
682,15,True,[],0,,
683,15,True,[],0,,
684,15,True,[],0,,
685,15,True,[],0,,
686,15,True,[],0,,
687,15,True,[],0,,
688,15,True,[],0,,
689,15,True,[],0,,
690,15,True,[],0,,
691,15,True,[],0,,
692,15,True,[],0,,
693,15,True,[],0,,
694,15,True,[],0,,
695,15,True,[],0,,
696,15,True,[],0,,
697,15,True,[],0,,
698,15,True,[],0,,
699,15,True,[],0,,
700,15,True,[],0,,
701,15,True,[],0,,
702,15,True,[],0,,
703,15,True,[],0,,
704,15,True,[],0,,
705,15,True,[],0,,
706,15,True,[],0,,
707,15,True,[],0,,
708,15,True,[],0,,
709,15,True,[],0,,
710,15,True,[],0,,
711,15,True,[],0,,
712,15,True,[],0,,
713,15,True,[],0,,
714,15,True,[],0,,
715,15,True,[],0,,
716,15,True,[],0,,
717,15,True,[],0,,
718,15,True,[],0,,
719,15,True,[],0,,
720,15,True,[],0,,
721,15,True,[],0,,
722,15,True,[],0,,
723,15,True,[],0,,
724,15,True,[],0,,
725,15,True,[],0,,
726,15,True,[],0,,
727,15,True,[],0,,
728,15,True,[],0,,
729,15,True,[],0,,
730,15,True,[],0,,
731,15,True,[],0,,
732,15,True,[],0,,
733,15,True,[],0,,
734,15,True,[],0,,
735,15,True,[],0,,
736,15,True,[],0,,
737,15,True,[],0,,
738,15,True,[],0,,
739,15,True,[],0,,
740,15,True,[],0,,
741,15,True,[],0,,
742,15,True,[],0,,
743,15,True,[],0,,
744,15,True,[],0,,
745,15,True,[],0,,
746,15,True,[],0,,
747,15,True,[],0,,
748,15,True,[],0,,
749,15,True,[],0,,
750,15,True,[],0,,
751,15,True,[],0,,
752,15,True,[],0,,
753,15,True,[],0,,
754,15,True,[],0,,
755,15,True,[],0,,
756,15,True,[],0,,
757,15,True,[],0,,
758,15,True,[],0,,
759,15,True,[],0,,
760,15,True,[],0,,
761,15,True,[],0,,
762,15,True,[],0,,
763,15,True,[],0,,
764,15,True,[],0,,
765,15,True,[],0,,
766,15,True,[],0,,
767,15,True,[],0,,
768,15,True,[],0,,
769,15,True,[],0,,
770,15,True,[],0,,
771,15,True,[],0,,
772,15,True,[],0,,
773,15,True,[],0,,
774,15,True,[],0,,
775,15,True,[],0,,
776,15,True,[],0,,
777,15,True,[],0,,
778,15,True,[],0,,
779,15,True,[],0,,
780,15,True,[],0,,
781,15,True,[],0,,
782,15,True,[],0,,
783,15,True,[],0,,
784,15,True,[],0,,
785,15,True,[],0,,
786,15,True,[],0,,
787,15,True,[],0,,
788,15,True,[],0,,
789,15,True,[],0,,
790,15,True,[],0,,
791,15,True,[],0,,
792,15,True,[],0,,
793,15,True,[],0,,
794,15,True,[],0,,
795,15,True,[],0,,
796,15,True,[],0,,
797,15,True,[],0,,
798,15,True,[],0,,
799,15,True,[],0,,
800,15,True,[],0,,
801,15,True,[],0,,
802,15,True,[],0,,
803,15,True,[],0,,
804,15,True,[],0,,
805,15,True,[],0,,
806,15,True,[],0,,
807,15,True,[],0,,
808,15,True,[],0,,
809,15,True,[],0,,
810,15,True,[],0,,
811,15,True,[],0,,
812,15,True,[],0,,
813,15,True,[],0,,
814,15,True,[],0,,
815,15,True,[],0,,
816,15,True,[],0,,
817,15,True,[],0,,
818,15,True,[],0,,
819,15,True,[],0,,
820,15,True,[],0,,
821,15,True,[],0,,
822,15,True,[],0,,
823,15,True,[],0,,
824,15,True,[],0,,
825,15,True,[],0,,
826,15,True,[],0,,
827,15,True,[],0,,
828,15,True,[],0,,
829,15,True,[],0,,
830,15,True,[],0,,
831,15,True,[],0,,
832,15,True,[],0,,
833,15,True,[],0,,
834,15,True,[],0,,
835,15,True,[],0,,
836,15,True,[],0,,
837,15,True,[],0,,
838,15,True,[],0,,
839,15,True,[],0,,
840,15,True,[],0,,
841,15,True,[],0,,
842,15,True,[],0,,
843,15,True,[],0,,
844,15,True,[],0,,
845,15,True,[],0,,
846,15,True,[],0,,
847,15,True,[],0,,
848,15,True,[],0,,
849,15,True,[],0,,
850,15,True,[],0,,
851,15,True,[],0,,
852,15,True,[],0,,
853,15,True,[],0,,
854,15,True,[],0,,
855,15,True,[],0,,
856,15,True,[],0,,
857,15,True,[],0,,
858,15,True,[],0,,
859,15,True,[],0,,
860,15,True,[],0,,
861,15,True,[],0,,
862,15,True,[],0,,
863,15,True,[],0,,
864,15,True,[],0,,
865,15,True,[],0,,
866,15,True,[],0,,
867,15,True,[],0,,
868,15,True,[],0,,
869,15,True,[],0,,
870,15,True,[],0,,
871,15,True,[],0,,
872,15,True,[],0,,
873,15,True,[],0,,
874,15,True,[],0,,
875,15,True,[],0,,
876,15,True,[],0,,
877,15,True,[],0,,
878,15,True,[],0,,
879,15,True,[],0,,
880,15,True,[],0,,
881,15,True,[],0,,
882,15,True,[],0,,
883,15,True,[],0,,
884,15,True,[],0,,
885,15,True,[],0,,
886,15,True,[],0,,
887,15,True,[],0,,
888,15,True,[],0,,
889,15,True,[],0,,
890,15,True,[],0,,
891,15,True,[],0,,
892,15,True,[],0,,
893,15,True,[],0,,
894,15,True,[],0,,
895,15,True,[],0,,
896,15,True,[],0,,
897,15,True,[],0,,
898,15,True,[],0,,
899,15,True,[],0,,
900,15,True,[],0,,
901,15,True,[],0,,
902,15,True,[],0,,
903,15,True,[],0,,
904,15,True,[],0,,
905,15,True,[],0,,
906,15,True,[],0,,
907,15,True,[],0,,
908,15,True,[],0,,
909,15,True,[],0,,
910,15,True,[],0,,
911,15,True,[],0,,
912,15,True,[],0,,
913,15,True,[],0,,
914,15,True,[],0,,
915,15,True,[],0,,
916,15,True,[],0,,
917,15,True,[],0,,
918,15,True,[],0,,
919,15,True,[],0,,
920,15,True,[],0,,
921,15,True,[],0,,
922,15,True,[],0,,
923,15,True,[],0,,
924,15,True,[],0,,
925,15,True,[],0,,
926,15,True,[],0,,
927,15,True,[],0,,
928,15,True,[],0,,
929,15,True,[],0,,
930,15,True,[],0,,
931,15,True,[],0,,
932,15,True,[],0,,
933,15,True,[],0,,
934,15,True,[],0,,
935,15,True,[],0,,
936,15,True,[],0,,
937,15,True,[],0,,
938,15,True,[],0,,
939,15,True,[],0,,
940,15,True,[],0,,
941,15,True,[],0,,
942,15,True,[],0,,
943,15,True,[],0,,
944,15,True,[],0,,
945,15,True,[],0,,
946,15,True,[],0,,
947,15,True,[],0,,
948,15,True,[],0,,
949,15,True,[],0,,
950,15,True,[],0,,
951,15,True,[],0,,
952,15,True,[],0,,
953,15,True,[],0,,
954,15,True,[],0,,
955,15,True,[],0,,
956,15,True,[],0,,
957,15,True,[],0,,
958,15,True,[],0,,
959,15,True,[],0,,
960,15,True,[],0,,
961,15,True,[],0,,
962,15,True,[],0,,
963,15,True,[],0,,
964,15,True,[],0,,
965,15,True,[],0,,
966,15,True,[],0,,
967,15,True,[],0,,
968,15,True,[],0,,
969,15,True,[],0,,
970,15,True,[],0,,
971,15,True,[],0,,
972,15,True,[],0,,
973,15,True,[],0,,
974,15,True,[],0,,
975,15,True,[],0,,
976,15,True,[],0,,
977,15,True,[],0,,
978,15,True,[],0,,
979,15,True,[],0,,
980,15,True,[],0,,
981,15,True,[],0,,
982,15,True,[],0,,
983,15,True,[],0,,
984,15,True,[],0,,
985,15,True,[],0,,
986,15,True,[],0,,
987,15,True,[],0,,
988,15,True,[],0,,
989,15,True,[],0,,
990,15,True,[],0,,
991,15,True,[],0,,
992,15,True,[],0,,
993,15,True,[],0,,
994,15,True,[],0,,
995,15,True,[],0,,
996,15,True,[],0,,
997,15,True,[],0,,
998,15,True,[],0,,
999,15,True,[],0,,
1000,15,True,[],0,,
1001,15,True,[],0,,
1002,15,True,[],0,,
1003,15,True,[],0,,
1004,15,True,[],0,,
1005,15,True,[],0,,
1006,15,True,[],0,,
1007,15,True,[],0,,
1008,15,True,[],0,,
1009,15,True,[],0,,
1010,15,True,[],0,,
1011,15,True,[],0,,
1012,15,True,[],0,,
1013,15,True,[],0,,
1014,15,True,[],0,,
1015,15,True,[],0,,
1016,15,True,[],0,,
1017,15,True,[],0,,
1018,15,True,[],0,,
1019,15,True,[],0,,
1020,15,True,[],0,,
1021,15,True,[],0,,
1022,15,True,[],0,,
1023,15,True,[],0,,
1024,15,True,[],0,,
1025,15,True,[],0,,
1026,15,True,[],0,,
1027,15,True,[],0,,
1028,15,True,[],0,,
1029,15,True,[],0,,
1030,15,True,[],0,,
1031,15,True,[],0,,
1032,15,True,[],0,,
1033,15,True,[],0,,
1034,15,True,[],0,,
1035,15,True,[],0,,
1036,15,True,[],0,,
1037,15,True,[],0,,
1038,15,True,[],0,,
1039,15,True,[],0,,
1040,15,True,[],0,,
1041,15,True,[],0,,
1042,15,True,[],0,,
1043,15,True,[],0,,
1044,15,True,[],0,,
1045,15,True,[],0,,
1046,15,True,[],0,,
1047,15,True,[],0,,
1048,15,True,[],0,,
1049,15,True,[],0,,
1050,15,True,[],0,,
1051,15,True,[],0,,
1052,15,True,[],0,,
1053,15,True,[],0,,
1054,15,True,[],0,,
1055,15,True,[],0,,
1056,15,True,[],0,,
1057,15,True,[],0,,
1058,15,True,[],0,,
1059,15,True,[],0,,
1060,15,True,[],0,,
1061,15,True,[],0,,
1062,15,True,[],0,,
1063,15,True,[],0,,
1064,15,True,[],0,,
1065,15,True,[],0,,
1066,15,True,[],0,,
1067,15,True,[],0,,
1068,15,True,[],0,,
1069,15,True,[],0,,
1070,15,True,[],0,,
1071,15,True,[],0,,
1072,15,True,[],0,,
1073,15,True,[],0,,
1074,15,True,[],0,,
1075,15,True,[],0,,
1076,15,True,[],0,,
1077,15,True,[],0,,
1078,15,True,[],0,,
1079,15,True,[],0,,
1080,15,True,[],0,,
1081,15,True,[],0,,
1082,15,True,[],0,,
1083,15,True,[],0,,
1084,15,True,[],0,,
1085,15,True,[],0,,
1086,15,True,[],0,,
1087,15,True,[],0,,
1088,15,True,[],0,,
1089,15,True,[],0,,
1090,15,True,[],0,,
1091,15,True,[],0,,
1092,15,True,[],0,,
1093,15,True,[],0,,
1094,15,True,[],0,,
1095,15,True,[],0,,
1096,15,True,[],0,,
1097,15,True,[],0,,
1098,15,True,[],0,,
1099,15,True,[],0,,
1100,15,True,[],0,,
1101,15,True,[],0,,
1102,15,True,[],0,,
1103,15,True,[],0,,
1104,15,True,[],0,,
1105,15,True,[],0,,
1106,15,True,[],0,,
1107,15,True,[],0,,
1108,15,True,[],0,,
1109,15,True,[],0,,
1110,15,True,[],0,,
1111,15,True,[],0,,
1112,15,True,[],0,,
1113,15,True,[],0,,
1114,15,True,[],0,,
1115,15,True,[],0,,
1116,15,True,[],0,,
1117,15,True,[],0,,
1118,15,True,[],0,,
1119,15,True,[],0,,
1120,15,True,[],0,,
1121,15,True,[],0,,
1122,15,True,[],0,,
1123,15,True,[],0,,
1124,15,True,[],0,,
1125,15,True,[],0,,
1126,15,True,[],0,,
1127,15,True,[],0,,
1128,15,True,[],0,,
1129,15,True,[],0,,
1130,15,True,[],0,,
1131,15,True,[],0,,
1132,15,True,[],0,,
1133,15,True,[],0,,
1134,15,True,[],0,,
1135,15,True,[],0,,
1136,15,True,[],0,,
1137,15,True,[],0,,
1138,15,True,[],0,,
