page_number,annotation_index,annotation_subtype,uri,has_uri,x0,y0,x1,y1,center_x,center_y
8,3,/Link,,False,484.8,618.75,537.04,630.75,510.91999999999996,624.75
8,4,/Link,,False,484.8,600.75,537.04,612.75,510.91999999999996,606.75
8,5,/Link,,False,484.8,582.75,537.04,594.75,510.91999999999996,588.75
8,6,/Link,,False,484.8,564.75,537.04,576.75,510.91999999999996,570.75
8,7,/Link,,False,484.8,546.75,537.04,558.75,510.91999999999996,552.75
8,8,/Link,,False,484.8,528.75,537.04,540.75,510.91999999999996,534.75
8,9,/Link,,False,484.8,510.75,537.04,522.75,510.91999999999996,516.75
8,10,/Link,,False,484.8,492.75,537.04,504.75,510.91999999999996,498.75
8,11,/Link,,False,484.8,474.75,537.04,486.75,510.91999999999996,480.75
8,12,/Link,,False,484.8,456.75,537.04,468.75,510.91999999999996,462.75
8,13,/Link,,False,484.8,438.75,537.04,450.75,510.91999999999996,444.75
8,14,/Link,,False,484.8,420.75,537.04,432.75,510.91999999999996,426.75
8,15,/Link,,False,484.8,402.75,537.04,414.75,510.91999999999996,408.75
8,16,/Link,,False,484.8,384.75,537.04,396.75,510.91999999999996,390.75
8,17,/Link,,False,484.8,366.75,537.04,378.75,510.91999999999996,372.75
8,18,/Link,,False,484.8,348.75,537.04,360.75,510.91999999999996,354.75
8,19,/Link,,False,484.8,330.75,537.04,342.75,510.91999999999996,336.75
8,20,/Link,,False,484.8,312.75,537.04,324.75,510.91999999999996,318.75
8,21,/Link,,False,484.8,294.75,537.04,306.75,510.91999999999996,300.75
8,22,/Link,,False,484.8,276.75,537.04,288.75,510.91999999999996,282.75
8,23,/Link,,False,484.8,258.75,537.04,270.75,510.91999999999996,264.75
8,24,/Link,,False,484.8,240.75,537.04,252.75,510.91999999999996,246.75
8,25,/Link,,False,484.8,222.75,537.04,234.75,510.91999999999996,228.75
8,26,/Link,,False,484.8,204.75,537.04,216.75,510.91999999999996,210.75
8,27,/Link,,False,484.8,186.75,537.04,198.75,510.91999999999996,192.75
8,28,/Link,,False,484.8,168.75,537.04,180.75,510.91999999999996,174.75
8,29,/Link,,False,484.8,150.75,537.04,162.75,510.91999999999996,156.75
8,30,/Link,,False,484.8,132.75,537.04,144.75,510.91999999999996,138.75
8,31,/Link,,False,484.8,114.75,537.04,126.75,510.91999999999996,120.75
8,32,/Link,,False,484.8,96.75,537.04,108.75,510.91999999999996,102.75
10,0,/Link,,False,484.8,672.75,537.04,684.75,510.91999999999996,678.75
10,1,/Link,,False,484.8,654.75,537.04,666.75,510.91999999999996,660.75
10,2,/Link,,False,484.8,636.75,537.04,648.75,510.91999999999996,642.75
10,3,/Link,,False,484.8,618.75,537.04,630.75,510.91999999999996,624.75
10,4,/Link,,False,484.8,600.75,537.04,612.75,510.91999999999996,606.75
10,5,/Link,,False,484.8,582.75,537.04,594.75,510.91999999999996,588.75
10,6,/Link,,False,484.8,564.75,537.04,576.75,510.91999999999996,570.75
10,7,/Link,,False,484.8,546.75,537.04,558.75,510.91999999999996,552.75
10,8,/Link,,False,484.8,528.75,537.04,540.75,510.91999999999996,534.75
10,9,/Link,,False,484.8,510.75,537.04,522.75,510.91999999999996,516.75
10,10,/Link,,False,484.8,492.75,537.04,504.75,510.91999999999996,498.75
10,11,/Link,,False,484.8,474.75,537.04,486.75,510.91999999999996,480.75
10,12,/Link,,False,484.8,456.75,537.04,468.75,510.91999999999996,462.75
10,13,/Link,,False,484.8,438.75,537.04,450.75,510.91999999999996,444.75
10,14,/Link,,False,484.8,420.75,537.04,432.75,510.91999999999996,426.75
10,15,/Link,,False,484.8,402.75,537.04,414.75,510.91999999999996,408.75
10,16,/Link,,False,484.8,384.75,537.04,396.75,510.91999999999996,390.75
10,17,/Link,,False,484.8,366.75,537.04,378.75,510.91999999999996,372.75
10,18,/Link,,False,484.8,348.75,537.04,360.75,510.91999999999996,354.75
10,19,/Link,,False,484.8,330.75,537.04,342.75,510.91999999999996,336.75
10,20,/Link,,False,484.8,312.75,537.04,324.75,510.91999999999996,318.75
10,21,/Link,,False,484.8,294.75,537.04,306.75,510.91999999999996,300.75
10,22,/Link,,False,484.8,276.75,537.04,288.75,510.91999999999996,282.75
10,23,/Link,,False,484.8,258.75,537.04,270.75,510.91999999999996,264.75
10,24,/Link,,False,484.8,240.75,537.04,252.75,510.91999999999996,246.75
10,25,/Link,,False,484.8,222.75,537.04,234.75,510.91999999999996,228.75
10,26,/Link,,False,484.8,204.75,537.04,216.75,510.91999999999996,210.75
10,27,/Link,,False,484.8,186.75,537.04,198.75,510.91999999999996,192.75
10,28,/Link,,False,484.8,168.75,537.04,180.75,510.91999999999996,174.75
10,29,/Link,,False,484.8,150.75,537.04,162.75,510.91999999999996,156.75
10,30,/Link,,False,484.8,132.75,537.04,144.75,510.91999999999996,138.75
10,31,/Link,,False,484.8,114.75,537.04,126.75,510.91999999999996,120.75
10,32,/Link,,False,484.8,96.75,537.04,108.75,510.91999999999996,102.75
20,0,/Link,,False,484.8,672.75,537.04,684.75,510.91999999999996,678.75
20,1,/Link,,False,484.8,654.75,537.04,666.75,510.91999999999996,660.75
20,2,/Link,,False,484.8,636.75,537.04,648.75,510.91999999999996,642.75
20,3,/Link,,False,484.8,618.75,537.04,630.75,510.91999999999996,624.75
20,4,/Link,,False,484.8,600.75,537.04,612.75,510.91999999999996,606.75
20,5,/Link,,False,484.8,582.75,537.04,594.75,510.91999999999996,588.75
20,6,/Link,,False,484.8,564.75,537.04,576.75,510.91999999999996,570.75
20,7,/Link,,False,484.8,546.75,537.04,558.75,510.91999999999996,552.75
20,8,/Link,,False,484.8,528.75,537.04,540.75,510.91999999999996,534.75
20,9,/Link,,False,484.8,510.75,537.04,522.75,510.91999999999996,516.75
20,10,/Link,,False,484.8,492.75,537.04,504.75,510.91999999999996,498.75
20,11,/Link,,False,484.8,474.75,537.04,486.75,510.91999999999996,480.75
20,12,/Link,,False,484.8,456.75,537.04,468.75,510.91999999999996,462.75
20,13,/Link,,False,484.8,438.75,537.04,450.75,510.91999999999996,444.75
20,14,/Link,,False,484.8,420.75,537.04,432.75,510.91999999999996,426.75
20,15,/Link,,False,484.8,402.75,537.04,414.75,510.91999999999996,408.75
20,16,/Link,,False,484.8,384.75,537.04,396.75,510.91999999999996,390.75
20,17,/Link,,False,484.8,366.75,537.04,378.75,510.91999999999996,372.75
20,18,/Link,,False,484.8,348.75,537.04,360.75,510.91999999999996,354.75
20,19,/Link,,False,484.8,330.75,537.04,342.75,510.91999999999996,336.75
20,20,/Link,,False,484.8,312.75,537.04,324.75,510.91999999999996,318.75
20,21,/Link,,False,484.8,294.75,537.04,306.75,510.91999999999996,300.75
20,22,/Link,,False,484.8,276.75,537.04,288.75,510.91999999999996,282.75
20,23,/Link,,False,484.8,258.75,537.04,270.75,510.91999999999996,264.75
20,24,/Link,,False,484.8,240.75,537.04,252.75,510.91999999999996,246.75
20,25,/Link,,False,484.8,222.75,537.04,234.75,510.91999999999996,228.75
20,26,/Link,,False,484.8,204.75,537.04,216.75,510.91999999999996,210.75
20,27,/Link,,False,484.8,186.75,537.04,198.75,510.91999999999996,192.75
20,28,/Link,,False,484.8,168.75,537.04,180.75,510.91999999999996,174.75
20,29,/Link,,False,484.8,150.75,537.04,162.75,510.91999999999996,156.75
20,30,/Link,,False,484.8,132.75,537.04,144.75,510.91999999999996,138.75
20,31,/Link,,False,484.8,114.75,537.04,126.75,510.91999999999996,120.75
20,32,/Link,,False,484.8,96.75,537.04,108.75,510.91999999999996,102.75
24,0,/Link,,False,484.8,672.75,537.04,684.75,510.91999999999996,678.75
24,1,/Link,,False,484.8,654.75,537.04,666.75,510.91999999999996,660.75
24,2,/Link,,False,484.8,636.75,537.04,648.75,510.91999999999996,642.75
24,3,/Link,,False,484.8,618.75,537.04,630.75,510.91999999999996,624.75
24,4,/Link,,False,484.8,600.75,537.04,612.75,510.91999999999996,606.75
24,5,/Link,,False,484.8,582.75,537.04,594.75,510.91999999999996,588.75
24,6,/Link,,False,484.8,564.75,537.04,576.75,510.91999999999996,570.75
24,7,/Link,,False,484.8,546.75,537.04,558.75,510.91999999999996,552.75
24,8,/Link,,False,484.8,528.75,537.04,540.75,510.91999999999996,534.75
24,9,/Link,,False,484.8,510.75,537.04,522.75,510.91999999999996,516.75
24,10,/Link,,False,484.8,492.75,537.04,504.75,510.91999999999996,498.75
24,11,/Link,,False,484.8,474.75,537.04,486.75,510.91999999999996,480.75
24,12,/Link,,False,484.8,456.75,537.04,468.75,510.91999999999996,462.75
24,13,/Link,,False,484.8,438.75,537.04,450.75,510.91999999999996,444.75
24,14,/Link,,False,484.8,420.75,537.04,432.75,510.91999999999996,426.75
24,15,/Link,,False,484.8,402.75,537.04,414.75,510.91999999999996,408.75
24,16,/Link,,False,484.8,384.75,537.04,396.75,510.91999999999996,390.75
24,17,/Link,,False,484.8,366.75,537.04,378.75,510.91999999999996,372.75
24,18,/Link,,False,484.8,348.75,537.04,360.75,510.91999999999996,354.75
24,19,/Link,,False,484.8,330.75,537.04,342.75,510.91999999999996,336.75
24,20,/Link,,False,484.8,312.75,537.04,324.75,510.91999999999996,318.75
24,21,/Link,,False,484.8,294.75,537.04,306.75,510.91999999999996,300.75
24,22,/Link,,False,484.8,276.75,537.04,288.75,510.91999999999996,282.75
24,23,/Link,,False,484.8,258.75,537.04,270.75,510.91999999999996,264.75
24,24,/Link,,False,484.8,240.75,537.04,252.75,510.91999999999996,246.75
24,25,/Link,,False,484.8,222.75,537.04,234.75,510.91999999999996,228.75
24,26,/Link,,False,484.8,204.75,537.04,216.75,510.91999999999996,210.75
24,27,/Link,,False,484.8,186.75,537.04,198.75,510.91999999999996,192.75
24,28,/Link,,False,484.8,168.75,537.04,180.75,510.91999999999996,174.75
24,29,/Link,,False,484.8,150.75,537.04,162.75,510.91999999999996,156.75
24,30,/Link,,False,484.8,132.75,537.04,144.75,510.91999999999996,138.75
24,31,/Link,,False,484.8,114.75,537.04,126.75,510.91999999999996,120.75
24,32,/Link,,False,484.8,96.75,537.04,108.75,510.91999999999996,102.75
29,0,/Link,,False,484.8,672.75,537.04,684.75,510.91999999999996,678.75
29,1,/Link,,False,484.8,654.75,537.04,666.75,510.91999999999996,660.75
29,2,/Link,,False,484.8,636.75,537.04,648.75,510.91999999999996,642.75
29,3,/Link,,False,484.8,618.75,537.04,630.75,510.91999999999996,624.75
29,4,/Link,,False,484.8,600.75,537.04,612.75,510.91999999999996,606.75
29,5,/Link,,False,484.8,582.75,537.04,594.75,510.91999999999996,588.75
29,6,/Link,,False,484.8,564.75,537.04,576.75,510.91999999999996,570.75
29,7,/Link,,False,484.8,546.75,537.04,558.75,510.91999999999996,552.75
29,8,/Link,,False,484.8,528.75,537.04,540.75,510.91999999999996,534.75
29,9,/Link,,False,484.8,510.75,537.04,522.75,510.91999999999996,516.75
29,10,/Link,,False,484.8,492.75,537.04,504.75,510.91999999999996,498.75
29,11,/Link,,False,484.8,474.75,537.04,486.75,510.91999999999996,480.75
29,12,/Link,,False,484.8,456.75,537.04,468.75,510.91999999999996,462.75
29,13,/Link,,False,484.8,438.75,537.04,450.75,510.91999999999996,444.75
29,14,/Link,,False,484.8,420.75,537.04,432.75,510.91999999999996,426.75
29,15,/Link,,False,484.8,402.75,537.04,414.75,510.91999999999996,408.75
29,16,/Link,,False,484.8,384.75,537.04,396.75,510.91999999999996,390.75
29,17,/Link,,False,484.8,366.75,537.04,378.75,510.91999999999996,372.75
29,18,/Link,,False,484.8,348.75,537.04,360.75,510.91999999999996,354.75
29,19,/Link,,False,484.8,330.75,537.04,342.75,510.91999999999996,336.75
29,20,/Link,,False,484.8,312.75,537.04,324.75,510.91999999999996,318.75
29,21,/Link,,False,484.8,294.75,537.04,306.75,510.91999999999996,300.75
29,22,/Link,,False,484.8,276.75,537.04,288.75,510.91999999999996,282.75
29,23,/Link,,False,484.8,258.75,537.04,270.75,510.91999999999996,264.75
29,24,/Link,,False,484.8,240.75,537.04,252.75,510.91999999999996,246.75
29,25,/Link,,False,484.8,222.75,537.04,234.75,510.91999999999996,228.75
29,26,/Link,,False,484.8,204.75,537.04,216.75,510.91999999999996,210.75
29,27,/Link,,False,484.8,186.75,537.04,198.75,510.91999999999996,192.75
29,28,/Link,,False,484.8,168.75,537.04,180.75,510.91999999999996,174.75
29,29,/Link,,False,484.8,150.75,537.04,162.75,510.91999999999996,156.75
29,30,/Link,,False,484.8,132.75,537.04,144.75,510.91999999999996,138.75
29,31,/Link,,False,484.8,114.75,537.04,126.75,510.91999999999996,120.75
29,32,/Link,,False,484.8,96.75,537.04,108.75,510.91999999999996,102.75
33,0,/Link,,False,484.8,672.75,537.04,684.75,510.91999999999996,678.75
33,1,/Link,,False,484.8,654.75,537.04,666.75,510.91999999999996,660.75
33,2,/Link,,False,484.8,636.75,537.04,648.75,510.91999999999996,642.75
33,3,/Link,,False,484.8,618.75,537.04,630.75,510.91999999999996,624.75
33,4,/Link,,False,484.8,600.75,537.04,612.75,510.91999999999996,606.75
33,5,/Link,,False,484.8,582.75,537.04,594.75,510.91999999999996,588.75
33,6,/Link,,False,484.8,564.75,537.04,576.75,510.91999999999996,570.75
33,7,/Link,,False,484.8,546.75,537.04,558.75,510.91999999999996,552.75
33,8,/Link,,False,484.8,528.75,537.04,540.75,510.91999999999996,534.75
33,9,/Link,,False,484.8,510.75,537.04,522.75,510.91999999999996,516.75
33,10,/Link,,False,484.8,492.75,537.04,504.75,510.91999999999996,498.75
33,11,/Link,,False,484.8,474.75,537.04,486.75,510.91999999999996,480.75
33,12,/Link,,False,484.8,456.75,537.04,468.75,510.91999999999996,462.75
33,13,/Link,,False,484.8,438.75,537.04,450.75,510.91999999999996,444.75
33,14,/Link,,False,484.8,420.75,537.04,432.75,510.91999999999996,426.75
33,15,/Link,,False,484.8,402.75,537.04,414.75,510.91999999999996,408.75
33,16,/Link,,False,484.8,384.75,537.04,396.75,510.91999999999996,390.75
33,17,/Link,,False,484.8,366.75,537.04,378.75,510.91999999999996,372.75
33,18,/Link,,False,484.8,348.75,537.04,360.75,510.91999999999996,354.75
33,19,/Link,,False,484.8,330.75,537.04,342.75,510.91999999999996,336.75
33,20,/Link,,False,484.8,312.75,537.04,324.75,510.91999999999996,318.75
33,21,/Link,,False,484.8,294.75,537.04,306.75,510.91999999999996,300.75
33,22,/Link,,False,484.8,276.75,537.04,288.75,510.91999999999996,282.75
33,23,/Link,,False,484.8,258.75,537.04,270.75,510.91999999999996,264.75
33,24,/Link,,False,484.8,240.75,537.04,252.75,510.91999999999996,246.75
33,25,/Link,,False,484.8,222.75,537.04,234.75,510.91999999999996,228.75
33,26,/Link,,False,484.8,204.75,537.04,216.75,510.91999999999996,210.75
33,27,/Link,,False,484.8,186.75,537.04,198.75,510.91999999999996,192.75
33,28,/Link,,False,484.8,168.75,537.04,180.75,510.91999999999996,174.75
33,29,/Link,,False,484.8,150.75,537.04,162.75,510.91999999999996,156.75
33,30,/Link,,False,484.8,132.75,537.04,144.75,510.91999999999996,138.75
33,31,/Link,,False,484.8,114.75,537.04,126.75,510.91999999999996,120.75
33,32,/Link,,False,484.8,96.75,537.04,108.75,510.91999999999996,102.75
