normalized_card_name,normalized_move_name,parsed_damage,source_records,unique_source_files,maximum_source_priority,source_files,is_existing_benchmark_move
Bulbasaur,0.12 0.1 0. 0. 0. 0. 0. 0.52,1.0,1,1,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_source_agreement.csv""]",False
Bulbasaur,0.12 0.1 0. 0. 0. 0. 0. 0.52,2.0,1,1,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_damage_conflicts.csv""]",False
Bulbasaur,0.12 0.1 0. 0. 0. 0. 0. 0.52,30.0,14,11,-2,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section3\\section3b_discovered_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_additional_source_backed_moves.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_safe_action_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_tournament_card_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_candidate_transition_results.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_transition_validated_candidate_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4c_candidate_provenance_audit.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4c_rejected_false_candidates.csv""]",False
Bulbasaur,0.12 0.1 1. 0. 0. 0. 0. 1.52,1.0,1,1,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_source_agreement.csv""]",False
Bulbasaur,0.12 0.1 1. 0. 0. 0. 0. 1.52,2.0,1,1,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_damage_conflicts.csv""]",False
Bulbasaur,0.12 0.1 1. 0. 0. 0. 0. 1.52,28.0,14,11,-2,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section3\\section3b_discovered_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_additional_source_backed_moves.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_safe_action_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_tournament_card_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_candidate_transition_results.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_transition_validated_candidate_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4c_candidate_provenance_audit.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4c_rejected_false_candidates.csv""]",False
Bulbasaur,0.2,1.0,1,1,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_source_agreement.csv""]",False
Bulbasaur,0.2,3.0,1,1,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_damage_conflicts.csv""]",False
Bulbasaur,0.2,30.0,4,4,-2,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section3\\section3b_discovered_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_tournament_card_move_records.csv""]",False
Bulbasaur,0.2,46.0,7,7,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_additional_source_backed_moves.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_safe_action_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_candidate_transition_results.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_transition_validated_candidate_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4c_candidate_provenance_audit.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4c_rejected_false_candidates.csv""]",False
Bulbasaur,0.28,1.0,1,1,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_source_agreement.csv""]",False
Bulbasaur,0.28,3.0,1,1,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_damage_conflicts.csv""]",False
Bulbasaur,0.28,30.0,4,4,-2,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section3\\section3b_discovered_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_tournament_card_move_records.csv""]",False
Bulbasaur,0.28,46.0,7,7,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_additional_source_backed_moves.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_safe_action_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_candidate_transition_results.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_transition_validated_candidate_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4c_candidate_provenance_audit.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4c_rejected_false_candidates.csv""]",False
Bulbasaur,0.28 0.2 0. 0. 0. 0. 0. 0.73,1.0,1,1,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_source_agreement.csv""]",False
Bulbasaur,0.28 0.2 0. 0. 0. 0. 0. 0.73,2.0,1,1,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_damage_conflicts.csv""]",False
Bulbasaur,0.28 0.2 0. 0. 0. 0. 0. 0.73,30.0,14,11,-2,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section3\\section3b_discovered_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_additional_source_backed_moves.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_safe_action_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_tournament_card_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_candidate_transition_results.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_transition_validated_candidate_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4c_candidate_provenance_audit.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4c_rejected_false_candidates.csv""]",False
Bulbasaur,0.28 0.2 1. 0. 0. 0. 0. 1.73,1.0,1,1,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_source_agreement.csv""]",False
Bulbasaur,0.28 0.2 1. 0. 0. 0. 0. 1.73,2.0,1,1,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_damage_conflicts.csv""]",False
Bulbasaur,0.28 0.2 1. 0. 0. 0. 0. 1.73,46.0,14,11,-2,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section3\\section3b_discovered_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_additional_source_backed_moves.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_safe_action_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_tournament_card_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_candidate_transition_results.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_transition_validated_candidate_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4c_candidate_provenance_audit.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4c_rejected_false_candidates.csv""]",False
Bulbasaur,0.52,1.0,1,1,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_source_agreement.csv""]",False
Bulbasaur,0.52,2.0,1,1,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_damage_conflicts.csv""]",False
Bulbasaur,0.52,30.0,11,11,-2,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section3\\section3b_discovered_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_additional_source_backed_moves.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_safe_action_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_tournament_card_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_candidate_transition_results.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_transition_validated_candidate_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4c_candidate_provenance_audit.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4c_rejected_false_candidates.csv""]",False
Bulbasaur,0.73,1.0,1,1,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_source_agreement.csv""]",False
Bulbasaur,0.73,2.0,1,1,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_damage_conflicts.csv""]",False
Bulbasaur,0.73,30.0,11,11,-2,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section3\\section3b_discovered_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_additional_source_backed_moves.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_safe_action_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_tournament_card_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_candidate_transition_results.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_transition_validated_candidate_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4c_candidate_provenance_audit.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4c_rejected_false_candidates.csv""]",False
Bulbasaur,1,1.0,1,1,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_source_agreement.csv""]",False
Bulbasaur,1,2.0,1,1,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_damage_conflicts.csv""]",False
Bulbasaur,1,10.0,3,3,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4q_complete_verified_action_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4q_printed_vs_simulator_availability.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4q_verified_printed_actions.csv""]",False
Bulbasaur,1,30.0,4,4,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook47\\competitive_policy_test_predictions.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv""]",False
Bulbasaur,1.0,1.0,1,1,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_source_agreement.csv""]",False
Bulbasaur,1.0,3.0,1,1,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_damage_conflicts.csv""]",False
