card_name,card_id,notebook_key,cell_index,matched_moves,move_match_count,hp_candidates,evidence_type
Eevee,213,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,230,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,249,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,268,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,306,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,371,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,372,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,377,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,428,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,468,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,472,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,478,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,497,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,510,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,513,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,514,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,522,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,584,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,587,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,733,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,734,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,735,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,736,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,737,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,738,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,870,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,880,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,885,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,940,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,951,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,952,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,956,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1037,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1055,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1078,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1085,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1088,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1091,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1093,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1097,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1100,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1101,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1103,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1108,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1112,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1113,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1116,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1117,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1131,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1132,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1133,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1135,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1140,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1144,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1145,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1148,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1152,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1157,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1163,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1164,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1165,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1168,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1169,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1173,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1174,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1178,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1179,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1185,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1186,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1194,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1204,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1214,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1218,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
Eevee,1220,notebook07,100,[],0,"[40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 200.0, 220.0, 270.0, 280.0, 330.0]",UPSTREAM_NAME_MOVE_ID_PROXIMITY
