game_id,winner,turn,player,chosen_move,evaluation,search_depth,num_legal_moves,state
bfc9959c-1dbe-4d75-9e65-37256eaf40a4,TrainingAgent,1,Opponent,Thunder Jolt,-618.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 16, 'player_hp_after': 170.0, 'opponent_hp_after': 70.0, 'next_side': 'Player'}"
bfc9959c-1dbe-4d75-9e65-37256eaf40a4,TrainingAgent,2,Player,Evolution Burst,618.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 17, 'player_hp_after': 170.0, 'opponent_hp_after': 10.0, 'next_side': 'Opponent'}"
bfc9959c-1dbe-4d75-9e65-37256eaf40a4,TrainingAgent,3,Opponent,Thunder Jolt,-618.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 10, 'player_hp_after': 140.0, 'opponent_hp_after': 10.0, 'next_side': 'Player'}"
bfc9959c-1dbe-4d75-9e65-37256eaf40a4,TrainingAgent,4,Player,Evolution Burst,618.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 10, 'player_hp_after': 140.0, 'opponent_hp_after': 0.0, 'next_side': 'Opponent'}"
21a9a13b-bc96-4af8-ab0d-a539da5e90c7,TrainingAgent,1,Player,Evolution Burst,633.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 17, 'player_hp_after': 200.0, 'opponent_hp_after': 10.0, 'next_side': 'Opponent'}"
21a9a13b-bc96-4af8-ab0d-a539da5e90c7,TrainingAgent,2,Opponent,Thunder Jolt,-633.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 10, 'player_hp_after': 170.0, 'opponent_hp_after': 10.0, 'next_side': 'Player'}"
21a9a13b-bc96-4af8-ab0d-a539da5e90c7,TrainingAgent,3,Player,Evolution Burst,633.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 10, 'player_hp_after': 170.0, 'opponent_hp_after': 0.0, 'next_side': 'Opponent'}"
05fb8555-2f32-474c-84a8-54642bff1e69,TrainingAgent,1,Opponent,Thunder Jolt,-618.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 16, 'player_hp_after': 170.0, 'opponent_hp_after': 70.0, 'next_side': 'Player'}"
05fb8555-2f32-474c-84a8-54642bff1e69,TrainingAgent,2,Player,Evolution Burst,618.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 17, 'player_hp_after': 170.0, 'opponent_hp_after': 10.0, 'next_side': 'Opponent'}"
05fb8555-2f32-474c-84a8-54642bff1e69,TrainingAgent,3,Opponent,Thunder Jolt,-618.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 10, 'player_hp_after': 140.0, 'opponent_hp_after': 10.0, 'next_side': 'Player'}"
05fb8555-2f32-474c-84a8-54642bff1e69,TrainingAgent,4,Player,Evolution Burst,618.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 10, 'player_hp_after': 140.0, 'opponent_hp_after': 0.0, 'next_side': 'Opponent'}"
5c184971-7fbd-4465-a539-a6afd834236c,TrainingAgent,1,Player,Evolution Burst,633.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 17, 'player_hp_after': 200.0, 'opponent_hp_after': 10.0, 'next_side': 'Opponent'}"
5c184971-7fbd-4465-a539-a6afd834236c,TrainingAgent,2,Opponent,Thunder Jolt,-633.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 10, 'player_hp_after': 170.0, 'opponent_hp_after': 10.0, 'next_side': 'Player'}"
5c184971-7fbd-4465-a539-a6afd834236c,TrainingAgent,3,Player,Evolution Burst,633.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 10, 'player_hp_after': 170.0, 'opponent_hp_after': 0.0, 'next_side': 'Opponent'}"
00389a47-f6c9-4959-96c4-4c91bdde1a40,TrainingAgent,1,Opponent,Thunder Jolt,-618.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 16, 'player_hp_after': 170.0, 'opponent_hp_after': 70.0, 'next_side': 'Player'}"
00389a47-f6c9-4959-96c4-4c91bdde1a40,TrainingAgent,2,Player,Evolution Burst,618.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 17, 'player_hp_after': 170.0, 'opponent_hp_after': 10.0, 'next_side': 'Opponent'}"
00389a47-f6c9-4959-96c4-4c91bdde1a40,TrainingAgent,3,Opponent,Thunder Jolt,-618.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 10, 'player_hp_after': 140.0, 'opponent_hp_after': 10.0, 'next_side': 'Player'}"
00389a47-f6c9-4959-96c4-4c91bdde1a40,TrainingAgent,4,Player,Evolution Burst,618.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 10, 'player_hp_after': 140.0, 'opponent_hp_after': 0.0, 'next_side': 'Opponent'}"
65df92b8-a46f-4729-8da9-d946a390d217,TrainingAgent,1,Player,Evolution Burst,633.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 17, 'player_hp_after': 200.0, 'opponent_hp_after': 10.0, 'next_side': 'Opponent'}"
65df92b8-a46f-4729-8da9-d946a390d217,TrainingAgent,2,Opponent,Thunder Jolt,-633.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 10, 'player_hp_after': 170.0, 'opponent_hp_after': 10.0, 'next_side': 'Player'}"
65df92b8-a46f-4729-8da9-d946a390d217,TrainingAgent,3,Player,Evolution Burst,633.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 10, 'player_hp_after': 170.0, 'opponent_hp_after': 0.0, 'next_side': 'Opponent'}"
a4b2edc6-ad1c-4d70-9d53-67dfb099dfa7,TrainingAgent,1,Opponent,Thunder Jolt,-618.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 16, 'player_hp_after': 170.0, 'opponent_hp_after': 70.0, 'next_side': 'Player'}"
a4b2edc6-ad1c-4d70-9d53-67dfb099dfa7,TrainingAgent,2,Player,Evolution Burst,618.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 17, 'player_hp_after': 170.0, 'opponent_hp_after': 10.0, 'next_side': 'Opponent'}"
a4b2edc6-ad1c-4d70-9d53-67dfb099dfa7,TrainingAgent,3,Opponent,Thunder Jolt,-618.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 10, 'player_hp_after': 140.0, 'opponent_hp_after': 10.0, 'next_side': 'Player'}"
a4b2edc6-ad1c-4d70-9d53-67dfb099dfa7,TrainingAgent,4,Player,Evolution Burst,618.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 10, 'player_hp_after': 140.0, 'opponent_hp_after': 0.0, 'next_side': 'Opponent'}"
43e5b538-37a3-4c00-acdf-cc05b2a9178d,TrainingAgent,1,Player,Evolution Burst,633.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 17, 'player_hp_after': 200.0, 'opponent_hp_after': 10.0, 'next_side': 'Opponent'}"
43e5b538-37a3-4c00-acdf-cc05b2a9178d,TrainingAgent,2,Opponent,Thunder Jolt,-633.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 10, 'player_hp_after': 170.0, 'opponent_hp_after': 10.0, 'next_side': 'Player'}"
43e5b538-37a3-4c00-acdf-cc05b2a9178d,TrainingAgent,3,Player,Evolution Burst,633.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 10, 'player_hp_after': 170.0, 'opponent_hp_after': 0.0, 'next_side': 'Opponent'}"
9e635c92-7313-4b76-b9a5-42b2cf4d9ed4,TrainingAgent,1,Opponent,Thunder Jolt,-618.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 16, 'player_hp_after': 170.0, 'opponent_hp_after': 70.0, 'next_side': 'Player'}"
9e635c92-7313-4b76-b9a5-42b2cf4d9ed4,TrainingAgent,2,Player,Evolution Burst,618.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 17, 'player_hp_after': 170.0, 'opponent_hp_after': 10.0, 'next_side': 'Opponent'}"
9e635c92-7313-4b76-b9a5-42b2cf4d9ed4,TrainingAgent,3,Opponent,Thunder Jolt,-618.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 10, 'player_hp_after': 140.0, 'opponent_hp_after': 10.0, 'next_side': 'Player'}"
9e635c92-7313-4b76-b9a5-42b2cf4d9ed4,TrainingAgent,4,Player,Evolution Burst,618.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 10, 'player_hp_after': 140.0, 'opponent_hp_after': 0.0, 'next_side': 'Opponent'}"
e38b6172-0632-45cf-b05c-93a4f6b6a1d2,TrainingAgent,1,Player,Evolution Burst,633.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 17, 'player_hp_after': 200.0, 'opponent_hp_after': 10.0, 'next_side': 'Opponent'}"
e38b6172-0632-45cf-b05c-93a4f6b6a1d2,TrainingAgent,2,Opponent,Thunder Jolt,-633.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 10, 'player_hp_after': 170.0, 'opponent_hp_after': 10.0, 'next_side': 'Player'}"
e38b6172-0632-45cf-b05c-93a4f6b6a1d2,TrainingAgent,3,Player,Evolution Burst,633.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 10, 'player_hp_after': 170.0, 'opponent_hp_after': 0.0, 'next_side': 'Opponent'}"
bc8e516e-ce2c-4978-8847-a663871666f7,TrainingAgent,1,Opponent,Thunder Jolt,-618.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 16, 'player_hp_after': 170.0, 'opponent_hp_after': 70.0, 'next_side': 'Player'}"
bc8e516e-ce2c-4978-8847-a663871666f7,TrainingAgent,2,Player,Evolution Burst,618.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 17, 'player_hp_after': 170.0, 'opponent_hp_after': 10.0, 'next_side': 'Opponent'}"
bc8e516e-ce2c-4978-8847-a663871666f7,TrainingAgent,3,Opponent,Thunder Jolt,-618.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 10, 'player_hp_after': 140.0, 'opponent_hp_after': 10.0, 'next_side': 'Player'}"
bc8e516e-ce2c-4978-8847-a663871666f7,TrainingAgent,4,Player,Evolution Burst,618.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 10, 'player_hp_after': 140.0, 'opponent_hp_after': 0.0, 'next_side': 'Opponent'}"
b1d9a31f-7b51-4c1a-b052-6d38b5d670f4,TrainingAgent,1,Player,Evolution Burst,633.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 17, 'player_hp_after': 200.0, 'opponent_hp_after': 10.0, 'next_side': 'Opponent'}"
b1d9a31f-7b51-4c1a-b052-6d38b5d670f4,TrainingAgent,2,Opponent,Thunder Jolt,-633.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 10, 'player_hp_after': 170.0, 'opponent_hp_after': 10.0, 'next_side': 'Player'}"
b1d9a31f-7b51-4c1a-b052-6d38b5d670f4,TrainingAgent,3,Player,Evolution Burst,633.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 10, 'player_hp_after': 170.0, 'opponent_hp_after': 0.0, 'next_side': 'Opponent'}"
2f3edb7c-24e2-49b6-bc38-55f5942e5293,TrainingAgent,1,Opponent,Thunder Jolt,-618.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 16, 'player_hp_after': 170.0, 'opponent_hp_after': 70.0, 'next_side': 'Player'}"
2f3edb7c-24e2-49b6-bc38-55f5942e5293,TrainingAgent,2,Player,Evolution Burst,618.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 17, 'player_hp_after': 170.0, 'opponent_hp_after': 10.0, 'next_side': 'Opponent'}"
2f3edb7c-24e2-49b6-bc38-55f5942e5293,TrainingAgent,3,Opponent,Thunder Jolt,-618.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 10, 'player_hp_after': 140.0, 'opponent_hp_after': 10.0, 'next_side': 'Player'}"
2f3edb7c-24e2-49b6-bc38-55f5942e5293,TrainingAgent,4,Player,Evolution Burst,618.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 10, 'player_hp_after': 140.0, 'opponent_hp_after': 0.0, 'next_side': 'Opponent'}"
9f3db075-885b-46b2-bb0b-2452f3a00a5d,TrainingAgent,1,Player,Evolution Burst,633.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 17, 'player_hp_after': 200.0, 'opponent_hp_after': 10.0, 'next_side': 'Opponent'}"
9f3db075-885b-46b2-bb0b-2452f3a00a5d,TrainingAgent,2,Opponent,Thunder Jolt,-633.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 10, 'player_hp_after': 170.0, 'opponent_hp_after': 10.0, 'next_side': 'Player'}"
9f3db075-885b-46b2-bb0b-2452f3a00a5d,TrainingAgent,3,Player,Evolution Burst,633.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 10, 'player_hp_after': 170.0, 'opponent_hp_after': 0.0, 'next_side': 'Opponent'}"
186aece4-ee4f-4bb8-ad97-cf15371ba1ee,TrainingAgent,1,Opponent,Thunder Jolt,-618.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 16, 'player_hp_after': 170.0, 'opponent_hp_after': 70.0, 'next_side': 'Player'}"
186aece4-ee4f-4bb8-ad97-cf15371ba1ee,TrainingAgent,2,Player,Evolution Burst,618.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 17, 'player_hp_after': 170.0, 'opponent_hp_after': 10.0, 'next_side': 'Opponent'}"
186aece4-ee4f-4bb8-ad97-cf15371ba1ee,TrainingAgent,3,Opponent,Thunder Jolt,-618.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 10, 'player_hp_after': 140.0, 'opponent_hp_after': 10.0, 'next_side': 'Player'}"
186aece4-ee4f-4bb8-ad97-cf15371ba1ee,TrainingAgent,4,Player,Evolution Burst,618.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 10, 'player_hp_after': 140.0, 'opponent_hp_after': 0.0, 'next_side': 'Opponent'}"
57fed848-da87-4d36-8379-c435067dc7e2,TrainingAgent,1,Player,Evolution Burst,633.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 17, 'player_hp_after': 200.0, 'opponent_hp_after': 10.0, 'next_side': 'Opponent'}"
57fed848-da87-4d36-8379-c435067dc7e2,TrainingAgent,2,Opponent,Thunder Jolt,-633.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 10, 'player_hp_after': 170.0, 'opponent_hp_after': 10.0, 'next_side': 'Player'}"
57fed848-da87-4d36-8379-c435067dc7e2,TrainingAgent,3,Player,Evolution Burst,633.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 10, 'player_hp_after': 170.0, 'opponent_hp_after': 0.0, 'next_side': 'Opponent'}"
37d8b2b2-d2e2-44aa-9fe2-fab9a28e6d5a,TrainingAgent,1,Opponent,Thunder Jolt,-618.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 16, 'player_hp_after': 170.0, 'opponent_hp_after': 70.0, 'next_side': 'Player'}"
37d8b2b2-d2e2-44aa-9fe2-fab9a28e6d5a,TrainingAgent,2,Player,Evolution Burst,618.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 17, 'player_hp_after': 170.0, 'opponent_hp_after': 10.0, 'next_side': 'Opponent'}"
37d8b2b2-d2e2-44aa-9fe2-fab9a28e6d5a,TrainingAgent,3,Opponent,Thunder Jolt,-618.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 10, 'player_hp_after': 140.0, 'opponent_hp_after': 10.0, 'next_side': 'Player'}"
37d8b2b2-d2e2-44aa-9fe2-fab9a28e6d5a,TrainingAgent,4,Player,Evolution Burst,618.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 10, 'player_hp_after': 140.0, 'opponent_hp_after': 0.0, 'next_side': 'Opponent'}"
5fa59a35-5fec-47bc-962f-3fa8bea9ed76,TrainingAgent,1,Player,Evolution Burst,633.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 17, 'player_hp_after': 200.0, 'opponent_hp_after': 10.0, 'next_side': 'Opponent'}"
5fa59a35-5fec-47bc-962f-3fa8bea9ed76,TrainingAgent,2,Opponent,Thunder Jolt,-633.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 10, 'player_hp_after': 170.0, 'opponent_hp_after': 10.0, 'next_side': 'Player'}"
5fa59a35-5fec-47bc-962f-3fa8bea9ed76,TrainingAgent,3,Player,Evolution Burst,633.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 10, 'player_hp_after': 170.0, 'opponent_hp_after': 0.0, 'next_side': 'Opponent'}"
6c9d980d-7071-4791-b702-24c632671258,TrainingAgent,1,Opponent,Thunder Jolt,-618.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 16, 'player_hp_after': 170.0, 'opponent_hp_after': 70.0, 'next_side': 'Player'}"
6c9d980d-7071-4791-b702-24c632671258,TrainingAgent,2,Player,Evolution Burst,618.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 17, 'player_hp_after': 170.0, 'opponent_hp_after': 10.0, 'next_side': 'Opponent'}"
6c9d980d-7071-4791-b702-24c632671258,TrainingAgent,3,Opponent,Thunder Jolt,-618.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 10, 'player_hp_after': 140.0, 'opponent_hp_after': 10.0, 'next_side': 'Player'}"
6c9d980d-7071-4791-b702-24c632671258,TrainingAgent,4,Player,Evolution Burst,618.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 10, 'player_hp_after': 140.0, 'opponent_hp_after': 0.0, 'next_side': 'Opponent'}"
820538be-4bcd-4b2d-9ec2-b82e37d0b0d1,TrainingAgent,1,Player,Evolution Burst,633.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 17, 'player_hp_after': 200.0, 'opponent_hp_after': 10.0, 'next_side': 'Opponent'}"
820538be-4bcd-4b2d-9ec2-b82e37d0b0d1,TrainingAgent,2,Opponent,Thunder Jolt,-633.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 10, 'player_hp_after': 170.0, 'opponent_hp_after': 10.0, 'next_side': 'Player'}"
820538be-4bcd-4b2d-9ec2-b82e37d0b0d1,TrainingAgent,3,Player,Evolution Burst,633.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 10, 'player_hp_after': 170.0, 'opponent_hp_after': 0.0, 'next_side': 'Opponent'}"
5cc48730-8ec7-492e-b426-217402f3ed1e,TrainingAgent,1,Opponent,Thunder Jolt,-618.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 16, 'player_hp_after': 170.0, 'opponent_hp_after': 70.0, 'next_side': 'Player'}"
5cc48730-8ec7-492e-b426-217402f3ed1e,TrainingAgent,2,Player,Evolution Burst,618.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 17, 'player_hp_after': 170.0, 'opponent_hp_after': 10.0, 'next_side': 'Opponent'}"
5cc48730-8ec7-492e-b426-217402f3ed1e,TrainingAgent,3,Opponent,Thunder Jolt,-618.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 10, 'player_hp_after': 140.0, 'opponent_hp_after': 10.0, 'next_side': 'Player'}"
5cc48730-8ec7-492e-b426-217402f3ed1e,TrainingAgent,4,Player,Evolution Burst,618.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 10, 'player_hp_after': 140.0, 'opponent_hp_after': 0.0, 'next_side': 'Opponent'}"
7a379a05-9203-425b-98df-7f40152fb0d6,TrainingAgent,1,Player,Evolution Burst,633.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 17, 'player_hp_after': 200.0, 'opponent_hp_after': 10.0, 'next_side': 'Opponent'}"
7a379a05-9203-425b-98df-7f40152fb0d6,TrainingAgent,2,Opponent,Thunder Jolt,-633.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 10, 'player_hp_after': 170.0, 'opponent_hp_after': 10.0, 'next_side': 'Player'}"
7a379a05-9203-425b-98df-7f40152fb0d6,TrainingAgent,3,Player,Evolution Burst,633.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 10, 'player_hp_after': 170.0, 'opponent_hp_after': 0.0, 'next_side': 'Opponent'}"
3e1eb006-2903-403e-a274-b4286faa4268,TrainingAgent,1,Opponent,Thunder Jolt,-618.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 16, 'player_hp_after': 170.0, 'opponent_hp_after': 70.0, 'next_side': 'Player'}"
3e1eb006-2903-403e-a274-b4286faa4268,TrainingAgent,2,Player,Evolution Burst,618.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 17, 'player_hp_after': 170.0, 'opponent_hp_after': 10.0, 'next_side': 'Opponent'}"
3e1eb006-2903-403e-a274-b4286faa4268,TrainingAgent,3,Opponent,Thunder Jolt,-618.0,6,0,"{'pokemon': 'Electrike', 'damage': 30.0, 'nodes_searched': 10, 'player_hp_after': 140.0, 'opponent_hp_after': 10.0, 'next_side': 'Player'}"
3e1eb006-2903-403e-a274-b4286faa4268,TrainingAgent,4,Player,Evolution Burst,618.0,6,0,"{'pokemon': 'Eevee ex', 'damage': 60.0, 'nodes_searched': 10, 'player_hp_after': 140.0, 'opponent_hp_after': 0.0, 'next_side': 'Opponent'}"
