module,object_type,name
src\observation_adapter\policy_search_adapter.py,method:PolicySearchEngineAdapter,__init__
src\observation_adapter\policy_search_adapter.py,method:PolicySearchEngineAdapter,search_depth
scripts\07_battle_engine.py,function,load_pickle
scripts\07_battle_engine.py,function,first_card_by_category
scripts\07_battle_engine.py,function,safe_number
scripts\07_battle_engine.py,function,prepare_deck
scripts\07_battle_engine.py,function,draw_cards
scripts\07_battle_engine.py,function,summarize_cards
scripts\07_battle_engine.py,function,get_basic_pokemon
scripts\07_battle_engine.py,function,has_basic_pokemon
scripts\07_battle_engine.py,function,draw_valid_opening_hand
scripts\07_battle_engine.py,function,setup_starting_field
scripts\07_battle_engine.py,function,initialize_pokemon_state
scripts\07_battle_engine.py,function,create_player_state
scripts\07_battle_engine.py,function,summarize_player_state
scripts\07_battle_engine.py,function,start_turn
scripts\07_battle_engine.py,function,display_active_pokemon
scripts\07_battle_engine.py,function,get_energy_cards_from_hand
scripts\07_battle_engine.py,function,attach_energy_to_active
scripts\07_battle_engine.py,function,get_valid_attacks
scripts\07_battle_engine.py,function,count_attached_energy
scripts\07_battle_engine.py,function,can_use_attack
scripts\07_battle_engine.py,function,get_usable_attacks
scripts\07_battle_engine.py,function,summarize_attack_options
scripts\07_battle_engine.py,function,select_first_usable_attack
scripts\07_battle_engine.py,function,get_base_damage
scripts\07_battle_engine.py,function,clean_type_value
scripts\07_battle_engine.py,function,calculate_modified_damage
scripts\07_battle_engine.py,function,apply_damage
scripts\07_battle_engine.py,function,perform_attack
scripts\07_battle_engine.py,function,take_prize_card
scripts\07_battle_engine.py,function,promote_benched_pokemon
scripts\07_battle_engine.py,function,handle_knockout
scripts\07_battle_engine.py,function,resolve_attack_action
scripts\07_battle_engine.py,function,check_winner
scripts\07_battle_engine.py,function,end_turn
scripts\07_battle_engine.py,function,create_battle_state
scripts\07_battle_engine.py,function,get_current_player
scripts\07_battle_engine.py,function,get_opposing_player
scripts\07_battle_engine.py,function,advance_turn
scripts\07_battle_engine.py,function,play_simplified_turn
scripts\07_battle_engine.py,function,run_battle_simulation
scripts\07_battle_engine.py,function,initialize_player_from_deck
scripts\07_battle_engine.py,function,initialize_fresh_battle
scripts\07_battle_engine.py,function,display_turn_log
scripts\07_battle_engine.py,function,run_simulation_batch
scripts\20_policy_engine.py,function,find_project_root
scripts\20_policy_engine.py,class,BattlePolicy
scripts\20_policy_engine.py,method:BattlePolicy,choose_action
scripts\20_policy_engine.py,class,PolicyDecision
scripts\20_policy_engine.py,class,BattlePolicy
scripts\20_policy_engine.py,method:BattlePolicy,decide
scripts\20_policy_engine.py,method:BattlePolicy,choose_action
scripts\20_policy_engine.py,method:BattlePolicy,print_decision
scripts\20_policy_engine.py,class,BattlePolicy
scripts\20_policy_engine.py,method:BattlePolicy,decide_snapshot
scripts\20_policy_engine.py,method:BattlePolicy,decide
scripts\20_policy_engine.py,method:BattlePolicy,choose_action
scripts\20_policy_engine.py,method:BattlePolicy,choose_snapshot_action
scripts\20_policy_engine.py,method:BattlePolicy,print_decision
scripts\21_kaggle_battle_agent.py,function,find_project_root
scripts\21_kaggle_battle_agent.py,function,agent
scripts\21_kaggle_battle_agent.py,class,AgentStats
scripts\21_kaggle_battle_agent.py,method:AgentStats,average_seconds
scripts\21_kaggle_battle_agent.py,class,KaggleBattleAgent
scripts\21_kaggle_battle_agent.py,method:KaggleBattleAgent,choose
scripts\21_kaggle_battle_agent.py,method:KaggleBattleAgent,stats
scripts\21_kaggle_battle_agent.py,class,DeckRequest
scripts\21_kaggle_battle_agent.py,function,production_agent
scripts\22_end_to_end_agent_integration.py,function,find_project_root
scripts\22_end_to_end_agent_integration.py,class,DeckRequest
scripts\22_end_to_end_agent_integration.py,class,EvaluationRecord
scripts\22_end_to_end_agent_integration.py,class,AgentEvaluationHarness
scripts\22_end_to_end_agent_integration.py,method:AgentEvaluationHarness,evaluate
src\evaluation_harness\notebook22_export.py,function,find_project_root
src\evaluation_harness\notebook22_export.py,class,DeckRequest
src\evaluation_harness\notebook22_export.py,class,EvaluationRecord
src\evaluation_harness\notebook22_export.py,class,AgentEvaluationHarness
src\evaluation_harness\notebook22_export.py,method:AgentEvaluationHarness,evaluate
src\kaggle_agent\notebook21_export.py,function,find_project_root
src\kaggle_agent\notebook21_export.py,function,agent
src\kaggle_agent\notebook21_export.py,class,AgentStats
src\kaggle_agent\notebook21_export.py,method:AgentStats,average_seconds
src\kaggle_agent\notebook21_export.py,class,KaggleBattleAgent
src\kaggle_agent\notebook21_export.py,method:KaggleBattleAgent,choose
src\kaggle_agent\notebook21_export.py,method:KaggleBattleAgent,stats
src\kaggle_agent\notebook21_export.py,class,DeckRequest
src\kaggle_agent\notebook21_export.py,function,production_agent
src\policy_engine\notebook20_export.py,function,find_project_root
src\policy_engine\notebook20_export.py,class,BattlePolicy
src\policy_engine\notebook20_export.py,method:BattlePolicy,choose_action
src\policy_engine\notebook20_export.py,class,PolicyDecision
src\policy_engine\notebook20_export.py,class,BattlePolicy
src\policy_engine\notebook20_export.py,method:BattlePolicy,decide
src\policy_engine\notebook20_export.py,method:BattlePolicy,choose_action
src\policy_engine\notebook20_export.py,method:BattlePolicy,print_decision
src\policy_engine\notebook20_export.py,class,BattlePolicy
src\policy_engine\notebook20_export.py,method:BattlePolicy,decide_snapshot
src\policy_engine\notebook20_export.py,method:BattlePolicy,decide
src\policy_engine\notebook20_export.py,method:BattlePolicy,choose_action
src\policy_engine\notebook20_export.py,method:BattlePolicy,choose_snapshot_action
src\policy_engine\notebook20_export.py,method:BattlePolicy,print_decision
scripts\12_integrated_battle_agent.py,class,AgentDecision
scripts\12_integrated_battle_agent.py,method:AgentDecision,summary
scripts\12_integrated_battle_agent.py,class,PokemonBattleAgent
scripts\12_integrated_battle_agent.py,method:PokemonBattleAgent,__init__
scripts\12_integrated_battle_agent.py,method:PokemonBattleAgent,choose_move
scripts\12_integrated_battle_agent.py,function,pokemon_move_key
scripts\12_integrated_battle_agent.py,class,BattleTurnRecord
scripts\12_integrated_battle_agent.py,method:BattleTurnRecord,as_dict
scripts\12_integrated_battle_agent.py,class,BattleSimulationResult
scripts\12_integrated_battle_agent.py,method:BattleSimulationResult,turn_count
scripts\12_integrated_battle_agent.py,method:BattleSimulationResult,as_dict
scripts\12_integrated_battle_agent.py,function,determine_battle_winner
scripts\12_integrated_battle_agent.py,function,simulate_ai_battle
scripts\12_integrated_battle_agent.py,function,create_battle_transcript
scripts\19_battle_feature_extraction.py,function,find_project_root
scripts\19_battle_feature_extraction.py,class,PlayerFeatures
scripts\19_battle_feature_extraction.py,class,BattleFeatures
scripts\19_battle_feature_extraction.py,function,pokemon_energy_count
scripts\19_battle_feature_extraction.py,function,pokemon_tool_count
scripts\19_battle_feature_extraction.py,function,pokemon_damage
scripts\19_battle_feature_extraction.py,function,visible_pokemon
scripts\19_battle_feature_extraction.py,function,extract_player_features
scripts\19_battle_feature_extraction.py,function,extract_battle_features
scripts\19_battle_feature_extraction.py,class,ActionFeatures
scripts\19_battle_feature_extraction.py,function,safe_float
scripts\19_battle_feature_extraction.py,function,extract_action_features
scripts\19_battle_feature_extraction.py,class,ScoredAction
scripts\19_battle_feature_extraction.py,function,score_action
scripts\19_battle_feature_extraction.py,function,rank_legal_actions
scripts\19_battle_feature_extraction.py,function,choose_best_option_index
scripts\27_full_game_simulation.py,function,find_project_root
scripts\27_full_game_simulation.py,function,load_export_module
scripts\27_full_game_simulation.py,function,inspect_source_structure
scripts\32_mixed_opponent_self_play_benchmarks.py,function,find_project_root
scripts\32_mixed_opponent_self_play_benchmarks.py,function,move_label
scripts\32_mixed_opponent_self_play_benchmarks.py,function,build_policy_state
scripts\32_mixed_opponent_self_play_benchmarks.py,function,baseline_match_factory
scripts\32_mixed_opponent_self_play_benchmarks.py,function,initial_state_factory
scripts\32_mixed_opponent_self_play_benchmarks.py,function,move_label
scripts\32_mixed_opponent_self_play_benchmarks.py,function,numeric_move_value
scripts\32_mixed_opponent_self_play_benchmarks.py,function,build_policy_state
scripts\32_mixed_opponent_self_play_benchmarks.py,class,PolicySearchEngineAdapter
scripts\32_mixed_opponent_self_play_benchmarks.py,method:PolicySearchEngineAdapter,__init__
scripts\32_mixed_opponent_self_play_benchmarks.py,method:PolicySearchEngineAdapter,search_depth
scripts\32_mixed_opponent_self_play_benchmarks.py,function,build_policy_battle_agent
scripts\32_mixed_opponent_self_play_benchmarks.py,function,mixed_match_factory
scripts\32_mixed_opponent_self_play_benchmarks.py,function,run_mixed_benchmark
scripts\32_mixed_opponent_self_play_benchmarks.py,function,extract_move_names
scripts\33_Production_Observation_Pipeline.py,function,find_project_root
scripts\33_Production_Observation_Pipeline.py,function,extract_player_features
scripts\33_Production_Observation_Pipeline.py,function,card_numeric_value
scripts\33_Production_Observation_Pipeline.py,function,extract_player_features
scripts\33_Production_Observation_Pipeline.py,function,extract_opponent_features
scripts\33_Production_Observation_Pipeline.py,function,extract_battle_features
scripts\33_Production_Observation_Pipeline.py,function,extract_move_features
scripts\33_Production_Observation_Pipeline.py,function,build_observation_record
scripts\34_policy_dataset_generation.py,function,find_project_root
scripts\34_policy_dataset_generation.py,function,split_transcript
scripts\34_policy_dataset_generation.py,function,parse_move_event
scripts\35_policy_dataset_enrichment.py,function,find_project_root
src\full_game_simulation\notebook27_export.py,function,find_project_root
src\full_game_simulation\notebook27_export.py,function,load_export_module
src\full_game_simulation\notebook27_export.py,function,inspect_source_structure
scripts\04_card_knowledge_base.py,function,assign_card_category
scripts\05_deck_builder.py,function,validate_deck
scripts\05_deck_builder.py,function,check_duplicate_rule
scripts\05_deck_builder.py,function,validate_full_deck
scripts\05_deck_builder.py,function,build_type_deck
scripts\13_tournament_self_play_evaluation.py,function,create_test_battle
scripts\13_tournament_self_play_evaluation.py,function,pokemon_move_key
scripts\13_tournament_self_play_evaluation.py,function,create_battle_agent
scripts\13_tournament_self_play_evaluation.py,function,run_match
scripts\13_tournament_self_play_evaluation.py,function,run_match_series
scripts\14_tournament_manager_leaderboard.py,function,create_test_battle
scripts\14_tournament_manager_leaderboard.py,function,pokemon_move_key
scripts\14_tournament_manager_leaderboard.py,function,create_battle_agent
scripts\14_tournament_manager_leaderboard.py,class,TournamentManager
scripts\14_tournament_manager_leaderboard.py,method:TournamentManager,register
scripts\14_tournament_manager_leaderboard.py,method:TournamentManager,number_of_entrants
scripts\14_tournament_manager_leaderboard.py,method:TournamentManager,matches_played
scripts\14_tournament_manager_leaderboard.py,method:TournamentManager,get_entrant
scripts\14_tournament_manager_leaderboard.py,method:TournamentManager,run_match
scripts\14_tournament_manager_leaderboard.py,method:TournamentManager,_update_entrant_records
scripts\15_integrated_ai_evaluation.py,function,create_benchmark_battle
scripts\15_integrated_ai_evaluation.py,function,pokemon_move_key
scripts\15_integrated_ai_evaluation.py,function,create_benchmark_agent
scripts\15_integrated_ai_evaluation.py,function,run_benchmark_match
scripts\16_kaggle_submission_compatibility.py,function,find_project_root
scripts\16_kaggle_submission_compatibility.py,function,show_directory
scripts\16_kaggle_submission_compatibility.py,function,inspect_tar_archive
scripts\16_kaggle_submission_compatibility.py,function,safe_extract_tar
scripts\16_kaggle_submission_compatibility.py,function,create_baseline_build
scripts\16_kaggle_submission_compatibility.py,function,build_submission_archive
scripts\16_kaggle_submission_compatibility.py,function,validate_final_submission
scripts\17_official_card_knowledge_base.py,function,find_project_root
scripts\17_official_card_knowledge_base.py,function,card_file_score
scripts\17_official_card_knowledge_base.py,function,preview_csv
scripts\17_official_card_knowledge_base.py,function,choose_processed_card_file
scripts\17_official_card_knowledge_base.py,function,clean_optional_text
scripts\17_official_card_knowledge_base.py,function,clean_optional_int
scripts\17_official_card_knowledge_base.py,function,clean_optional_float
scripts\17_official_card_knowledge_base.py,class,CardMove
scripts\17_official_card_knowledge_base.py,class,CardRecord
scripts\17_official_card_knowledge_base.py,function,row_to_move
scripts\17_official_card_knowledge_base.py,function,group_to_card_record
scripts\17_official_card_knowledge_base.py,function,normalize_card_name
scripts\17_official_card_knowledge_base.py,class,CardRepository
scripts\17_official_card_knowledge_base.py,method:CardRepository,__init__
scripts\17_official_card_knowledge_base.py,method:CardRepository,__len__
scripts\17_official_card_knowledge_base.py,method:CardRepository,contains
scripts\17_official_card_knowledge_base.py,method:CardRepository,get
scripts\17_official_card_knowledge_base.py,method:CardRepository,get_optional
scripts\17_official_card_knowledge_base.py,method:CardRepository,find_by_name
scripts\17_official_card_knowledge_base.py,method:CardRepository,search_names
scripts\17_official_card_knowledge_base.py,method:CardRepository,pokemon
scripts\17_official_card_knowledge_base.py,method:CardRepository,trainers
scripts\17_official_card_knowledge_base.py,method:CardRepository,energies
scripts\17_official_card_knowledge_base.py,method:CardRepository,all_cards
scripts\17_official_card_knowledge_base.py,function,normalized_stage_or_type
scripts\17_official_card_knowledge_base.py,function,is_supporter
scripts\17_official_card_knowledge_base.py,function,is_item
scripts\17_official_card_knowledge_base.py,function,is_stadium
scripts\17_official_card_knowledge_base.py,function,is_tool
src\card_database\notebook17_export.py,function,find_project_root
src\card_database\notebook17_export.py,function,card_file_score
src\card_database\notebook17_export.py,function,preview_csv
src\card_database\notebook17_export.py,function,choose_processed_card_file
src\card_database\notebook17_export.py,function,clean_optional_text
src\card_database\notebook17_export.py,function,clean_optional_int
src\card_database\notebook17_export.py,function,clean_optional_float
src\card_database\notebook17_export.py,class,CardMove
src\card_database\notebook17_export.py,class,CardRecord
src\card_database\notebook17_export.py,function,row_to_move
src\card_database\notebook17_export.py,function,group_to_card_record
src\card_database\notebook17_export.py,function,normalize_card_name
src\card_database\notebook17_export.py,class,CardRepository
src\card_database\notebook17_export.py,method:CardRepository,__init__
src\card_database\notebook17_export.py,method:CardRepository,__len__
src\card_database\notebook17_export.py,method:CardRepository,contains
src\card_database\notebook17_export.py,method:CardRepository,get
src\card_database\notebook17_export.py,method:CardRepository,get_optional
src\card_database\notebook17_export.py,method:CardRepository,find_by_name
src\card_database\notebook17_export.py,method:CardRepository,search_names
src\card_database\notebook17_export.py,method:CardRepository,pokemon
src\card_database\notebook17_export.py,method:CardRepository,trainers
src\card_database\notebook17_export.py,method:CardRepository,energies
src\card_database\notebook17_export.py,method:CardRepository,all_cards
src\card_database\notebook17_export.py,function,normalized_stage_or_type
src\card_database\notebook17_export.py,function,is_supporter
src\card_database\notebook17_export.py,function,is_item
src\card_database\notebook17_export.py,function,is_stadium
src\card_database\notebook17_export.py,function,is_tool
scripts\03_feature_engineering.py,function,count_energy_symbols
src\agents\base_agent.py,class,BaseAgent
src\agents\base_agent.py,method:BaseAgent,choose_move
src\agents\base_agent.py,method:BaseAgent,__repr__
src\agents\factories.py,class,PolicyFactory
src\agents\factories.py,method:PolicyFactory,create
src\agents\factories.py,method:PolicyFactory,available_policies
src\agents\factories.py,class,AgentFactory
src\agents\factories.py,method:AgentFactory,create
src\agents\policies.py,class,BasePolicy
src\agents\policies.py,method:BasePolicy,__init__
src\agents\policies.py,method:BasePolicy,choose_move
src\agents\policies.py,method:BasePolicy,validate_legal_moves
src\agents\policies.py,method:BasePolicy,__repr__
src\agents\policies.py,class,RandomPolicy
src\agents\policies.py,method:RandomPolicy,choose_move
src\agents\policies.py,class,GreedyPolicy
src\agents\policies.py,method:GreedyPolicy,choose_move
src\agents\policies.py,class,HeuristicPolicy
src\agents\policies.py,method:HeuristicPolicy,choose_move
src\agents\policies.py,class,SearchPolicy
src\agents\policies.py,method:SearchPolicy,choose_move
src\agents\policies.py,class,AggressivePolicy
src\agents\policies.py,method:AggressivePolicy,choose_move
src\agents\policies.py,class,DefensivePolicy
src\agents\policies.py,method:DefensivePolicy,choose_move
src\agents\decisions.py,class,AgentDecision
src\agents\configs.py,class,PolicyConfig
src\agents\opponents.py,class,OpponentProfile
src\agents\opponents.py,function,create_opponent
src\agents\opponents.py,function,build_round_robin_schedule
