source_scenario_id,queue_position,normalized_side,baseline_name,generated_variants,accepted_variants,rejected_variants,skipped_existing,trace_file
NB48_LOSS_295,78,Player,Depth-6 Search Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_295.jsonl
NB48_LOSS_4,79,Opponent,Random Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_4.jsonl
NB48_LOSS_40,80,Opponent,Random Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_40.jsonl
NB48_LOSS_52,81,Opponent,Random Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_52.jsonl
NB48_LOSS_76,82,Opponent,Random Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_76.jsonl
NB48_LOSS_88,83,Opponent,Random Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_88.jsonl
NB48_LOSS_100,84,Opponent,Random Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_100.jsonl
NB48_LOSS_2,85,Opponent,Random Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_2.jsonl
NB48_LOSS_6,86,Opponent,Random Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_6.jsonl
NB48_LOSS_10,87,Opponent,Random Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_10.jsonl
NB48_LOSS_22,88,Opponent,Random Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_22.jsonl
NB48_LOSS_30,89,Opponent,Random Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_30.jsonl
NB48_LOSS_34,90,Opponent,Random Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_34.jsonl
NB48_LOSS_42,91,Opponent,Random Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_42.jsonl
NB48_LOSS_74,92,Opponent,Random Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_74.jsonl
NB48_LOSS_82,93,Opponent,Random Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_82.jsonl
NB48_LOSS_94,94,Opponent,Random Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_94.jsonl
NB48_LOSS_111,95,Player,Greedy Damage Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_111.jsonl
NB48_LOSS_123,96,Player,Greedy Damage Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_123.jsonl
NB48_LOSS_135,97,Player,Greedy Damage Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_135.jsonl
NB48_LOSS_147,98,Player,Greedy Damage Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_147.jsonl
NB48_LOSS_159,99,Player,Greedy Damage Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_159.jsonl
NB48_LOSS_171,100,Player,Greedy Damage Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_171.jsonl
NB48_LOSS_183,101,Player,Greedy Damage Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_183.jsonl
NB48_LOSS_195,102,Player,Greedy Damage Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_195.jsonl
NB48_LOSS_11,103,Player,Random Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_11.jsonl
NB48_LOSS_59,104,Player,Random Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_59.jsonl
NB48_LOSS_71,105,Player,Random Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_71.jsonl
NB48_LOSS_83,106,Player,Random Baseline,10,10,0,True,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_83.jsonl
