example_id,variant_id,source_scenario_id,source_match_id,variant_name,variant_seed,queue_position,curriculum_priority,hard_example_rank,side_mode,source_side,current_side,baseline_name,player_card,opponent_card,turn_number,player_energy,opponent_energy,player_damage,opponent_damage,prize_cards_remaining,hand_size,state_key,legal_move_count,legal_moves,expert_move,expert_move_key,value_target,search_depth_requested,search_depth_reached,search_nodes,search_elapsed_seconds,search_timed_out,principal_variation,raw_search_result,search_success,sample_weight
NB48_LOSS_204__opening_one_energy__1d3b3f5f42e7,NB48_LOSS_204__opening_one_energy__1d3b3f5f42e7,NB48_LOSS_204,204,opening_one_energy,2046508454,9,8.0,9,PRESERVE,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,2,1,1,0.0,0.0,6,6,"[[[[""650"", ""Bulbasaur""], 80.0, 1, ""None"", 0.0, true], [], 6, 6], [[[""43"", ""Eevee""], 50.0, 1, ""None"", 0.0, true], [], 6, 6], 2, ""Opponent""]",1,"[""Ascension""]",Ascension,"[""Ascension"", 0.0, 1, ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""]",-40.0,4,4,,0.0060223000182304,False,"[{""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Bind Down"", ""damage"": 10.0, ""energy_cost"": 1, ""effect"": ""During your opponent’s next turn, the Defending Pokémon can’t retreat.""}, {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Bind Down"", ""damage"": 10.0, ""energy_cost"": 1, ""effect"": ""During your opponent’s next turn, the Defending Pokémon can’t retreat.""}]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, ""score"": -40.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Bind Down"", ""damage"": 10.0, ""energy_cost"": 1, ""effect"": ""During your opponent’s next turn, the Defending Pokémon can’t retreat.""}, {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Bind Down"", ""damage"": 10.0, ""energy_cost"": 1, ""effect"": ""During your opponent’s next turn, the Defending Pokémon can’t retreat.""}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 1, ""terminal_nodes"": 0, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 4, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.0005014000053051859, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.0005014000053051859}}}}}",True,1.6335
NB48_LOSS_204__opening_zero_energy__0466557ddea8,NB48_LOSS_204__opening_zero_energy__0466557ddea8,NB48_LOSS_204,204,opening_zero_energy,441867297,9,8.0,9,PRESERVE,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,1,0,0,0.0,0.0,6,7,"[[[[""650"", ""Bulbasaur""], 80.0, 0, ""None"", 0.0, true], [], 6, 7], [[[""43"", ""Eevee""], 50.0, 0, ""None"", 0.0, true], [], 6, 7], 1, ""Opponent""]",1,"[""Pass""]",Pass,"[""Pass"", 0.0, 0, ""No legal attack was available.""]",-0.0,4,4,,0.0061563999915961,False,"[{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, ""score"": -0.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 1, ""terminal_nodes"": 0, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 4, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.0005177999846637249, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.0005177999846637249}}}}}",True,1.6335
NB48_LOSS_204__opponent_under_pressure__514c9d11c151,NB48_LOSS_204__opponent_under_pressure__514c9d11c151,NB48_LOSS_204,204,opponent_under_pressure,1640789099,9,8.0,9,PRESERVE,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,6,3,2,12.0,25.0,4,5,"[[[[""650"", ""Bulbasaur""], 68.0, 3, ""None"", 12.0, true], [], 4, 5], [[[""43"", ""Eevee""], 25.0, 2, ""None"", 25.0, true], [], 4, 5], 6, ""Opponent""]",1,"[""Ascension""]",Ascension,"[""Ascension"", 0.0, 1, ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""]",-83.0,4,4,,0.0056419000029563,False,"[{""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Bind Down"", ""damage"": 10.0, ""energy_cost"": 1, ""effect"": ""During your opponent’s next turn, the Defending Pokémon can’t retreat.""}, {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Bind Down"", ""damage"": 10.0, ""energy_cost"": 1, ""effect"": ""During your opponent’s next turn, the Defending Pokémon can’t retreat.""}]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, ""score"": -83.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Bind Down"", ""damage"": 10.0, ""energy_cost"": 1, ""effect"": ""During your opponent’s next turn, the Defending Pokémon can’t retreat.""}, {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Bind Down"", ""damage"": 10.0, ""energy_cost"": 1, ""effect"": ""During your opponent’s next turn, the Defending Pokémon can’t retreat.""}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 1, ""terminal_nodes"": 0, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 4, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.0004991999885533005, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.0004991999885533005}}}}}",True,1.6335
NB48_LOSS_204__player_under_pressure__70c5279f8e20,NB48_LOSS_204__player_under_pressure__70c5279f8e20,NB48_LOSS_204,204,player_under_pressure,2698731411,9,8.0,9,PRESERVE,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,6,2,3,40.0,7.5,4,4,"[[[[""650"", ""Bulbasaur""], 40.0, 2, ""None"", 40.0, true], [], 4, 4], [[[""43"", ""Eevee""], 42.5, 3, ""None"", 7.5, true], [], 4, 4], 6, ""Opponent""]",2,"[""Ascension"", ""Quick Attack""]",Quick Attack,"[""Quick Attack"", 20.0, 3, ""Flip a coin. If heads, this attack does 20 more damage.""]",613.0,4,4,,0.007059499999741,False,"[{""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}, {""name"": ""Bind Down"", ""damage"": 10.0, ""energy_cost"": 1, ""effect"": ""During your opponent’s next turn, the Defending Pokémon can’t retreat.""}, {""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}, ""score"": 613.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}, {""name"": ""Bind Down"", ""damage"": 10.0, ""energy_cost"": 1, ""effect"": ""During your opponent’s next turn, the Defending Pokémon can’t retreat.""}, {""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 11, ""leaf_nodes"": 2, ""terminal_nodes"": 1, ""cutoffs"": 0, ""transposition_hits"": 1, ""transposition_stores"": 7, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.001201699982630089, ""depth_nodes"": {""4"": 11}, ""depth_times"": {""4"": 0.001201699982630089}}}}}",True,1.8785
NB48_LOSS_206__balanced_midgame__74e9ec925fcf,NB48_LOSS_206__balanced_midgame__74e9ec925fcf,NB48_LOSS_206,206,balanced_midgame,2848619835,19,6.0,19,PRESERVE,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,5,2,2,42.5,12.5,4,5,"[[[[""1071"", ""Meowth ex""], 127.5, 2, ""None"", 42.5, true], [], 4, 5], [[[""43"", ""Eevee""], 37.5, 2, ""None"", 12.5, true], [], 4, 5], 5, ""Opponent""]",1,"[""Ascension""]",Ascension,"[""Ascension"", 0.0, 1, ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""]",-0.0,4,4,,0.0070011999923735,False,"[{""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, ""score"": -0.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 1, ""terminal_nodes"": 0, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 4, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.00046820001443848014, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.00046820001443848014}}}}}",True,1.6335
NB48_LOSS_206__counterfactual_side_early__3b899be5ba61,NB48_LOSS_206__counterfactual_side_early__3b899be5ba61,NB48_LOSS_206,206,counterfactual_side_early,1930796561,19,6.0,19,FLIP,Opponent,Player,Depth-6 Search Baseline,Meowth,Eevee,3,1,1,17.0,5.0,5,6,"[[[[""1071"", ""Meowth ex""], 153.0, 1, ""None"", 17.0, true], [], 5, 6], [[[""43"", ""Eevee""], 45.0, 1, ""None"", 5.0, true], [], 5, 6], 3, ""Player""]",1,"[""Pass""]",Pass,"[""Pass"", 0.0, 0, ""No legal attack was available.""]",0.0,4,4,,0.0069940999965183,False,"[{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, ""score"": 0.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 1, ""terminal_nodes"": 0, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 4, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.00045640001189894974, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.00045640001189894974}}}}}",True,0.99
NB48_LOSS_206__counterfactual_side_late__3db845d2f1b3,NB48_LOSS_206__counterfactual_side_late__3db845d2f1b3,NB48_LOSS_206,206,counterfactual_side_late,3064976411,19,6.0,19,FLIP,Opponent,Player,Depth-6 Search Baseline,Meowth,Eevee,8,3,3,76.5,22.5,3,4,"[[[[""1071"", ""Meowth ex""], 93.5, 3, ""None"", 76.5, true], [], 3, 4], [[[""43"", ""Eevee""], 27.5, 3, ""None"", 22.5, true], [], 3, 4], 8, ""Player""]",1,"[""Tuck Tail""]",Tuck Tail,"[""Tuck Tail"", 60.0, 3, ""Put this Pokémon and all attached cards into your hand.""]",595.0,4,4,,0.0065052999998442,False,"[{""name"": ""Tuck Tail"", ""damage"": 60.0, ""energy_cost"": 3, ""effect"": ""Put this Pokémon and all attached cards into your hand.""}]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Tuck Tail"", ""damage"": 60.0, ""energy_cost"": 3, ""effect"": ""Put this Pokémon and all attached cards into your hand.""}, ""score"": 595.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Tuck Tail"", ""damage"": 60.0, ""energy_cost"": 3, ""effect"": ""Put this Pokémon and all attached cards into your hand.""}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 2, ""leaf_nodes"": 0, ""terminal_nodes"": 1, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 1, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.00015619999612681568, ""depth_nodes"": {""4"": 2}, ""depth_times"": {""4"": 0.00015619999612681568}}}}}",True,0.99
NB48_LOSS_206__critical_hp_decision__bb1c0eed9c53,NB48_LOSS_206__critical_hp_decision__bb1c0eed9c53,NB48_LOSS_206,206,critical_hp_decision,3806492567,19,6.0,19,PRESERVE,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,10,4,4,119.0,27.5,2,3,"[[[[""1071"", ""Meowth ex""], 51.0, 4, ""None"", 119.0, true], [], 2, 3], [[[""43"", ""Eevee""], 22.5, 4, ""None"", 27.5, true], [], 2, 3], 10, ""Opponent""]",2,"[""Ascension"", ""Quick Attack""]",Quick Attack,"[""Quick Attack"", 20.0, 3, ""Flip a coin. If heads, this attack does 20 more damage.""]",-558.24,4,4,,0.007122100010747,False,"[{""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}, {""name"": ""Tuck Tail"", ""damage"": 60.0, ""energy_cost"": 3, ""effect"": ""Put this Pokémon and all attached cards into your hand.""}]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}, ""score"": -558.24, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}, {""name"": ""Tuck Tail"", ""damage"": 60.0, ""energy_cost"": 3, ""effect"": ""Put this Pokémon and all attached cards into your hand.""}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 0, ""terminal_nodes"": 2, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 3, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.00046529999235644937, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.00046529999235644937}}}}}",True,1.8785
NB48_LOSS_206__early_pressure__989ae904ea8f,NB48_LOSS_206__early_pressure__989ae904ea8f,NB48_LOSS_206,206,early_pressure,818522370,19,6.0,19,PRESERVE,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,3,1,2,25.5,2.5,5,6,"[[[[""1071"", ""Meowth ex""], 144.5, 1, ""None"", 25.5, true], [], 5, 6], [[[""43"", ""Eevee""], 47.5, 2, ""None"", 2.5, true], [], 5, 6], 3, ""Opponent""]",1,"[""Ascension""]",Ascension,"[""Ascension"", 0.0, 1, ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""]",18.0,4,4,,0.0074982999940402,False,"[{""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, ""score"": 18.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 1, ""terminal_nodes"": 0, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 4, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.0004518000059761107, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.0004518000059761107}}}}}",True,1.6335
NB48_LOSS_206__late_game_prize_pressure__28813226caf0,NB48_LOSS_206__late_game_prize_pressure__28813226caf0,NB48_LOSS_206,206,late_game_prize_pressure,3382453215,19,6.0,19,PRESERVE,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,9,3,3,68.0,20.0,2,3,"[[[[""1071"", ""Meowth ex""], 102.0, 3, ""None"", 68.0, true], [], 2, 3], [[[""43"", ""Eevee""], 30.0, 3, ""None"", 20.0, true], [], 2, 3], 9, ""Opponent""]",2,"[""Ascension"", ""Quick Attack""]",Quick Attack,"[""Quick Attack"", 20.0, 3, ""Flip a coin. If heads, this attack does 20 more damage.""]",-588.24,4,4,,0.0068101000215392,False,"[{""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}, {""name"": ""Tuck Tail"", ""damage"": 60.0, ""energy_cost"": 3, ""effect"": ""Put this Pokémon and all attached cards into your hand.""}]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}, ""score"": -588.24, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}, {""name"": ""Tuck Tail"", ""damage"": 60.0, ""energy_cost"": 3, ""effect"": ""Put this Pokémon and all attached cards into your hand.""}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 0, ""terminal_nodes"": 2, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 3, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.0005641000170726329, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.0005641000170726329}}}}}",True,1.8785
